EIN,NAME,ICO,STREET,CITY,STATE,ZIP,GROUP,SUBSECTION,AFFILIATION,CLASSIFICATION,RULING,DEDUCTIBILITY,FOUNDATION,ACTIVITY,ORGANIZATION,STATUS,TAX_PERIOD,ASSET_CD,INCOME_CD,FILING_REQ_CD,PF_FILING_REQ_CD,ACCT_PD,ASSET_AMT,INCOME_AMT,REVENUE_AMT,NTEE_CD,SORT_NAME,SECTOR,SIZE_BUCKET
237203856,SCOTT TOWNSHIP ATHLETIC ASSOCIATION INC,,543 ROBIN DR,PITTSBURGH,PA,15220,0000,04,3,3000,197709,2,00,321317000,1,01,202309,3,3,01,0,09,75157.0,85136.0,73819.0,,,Unknown,Small
237204096,PENN HILLS EDUCATION ASSOCIATION,% CRYSTAL PATTON,250 ASTER ST,PITTSBURGH,PA,15235,0000,05,3,3000,200910,2,00,000000000,5,01,202408,3,3,02,0,08,42442.0,29712.0,29712.0,J40,,Employment,Micro
237205535,ANCIENT ORDER OF HIBERNIANS IN AMERICA,% WILLIAM ONEILL,2800 BROADWAY BLVD,MONROEVILLE,PA,15146,0832,08,9,1000,194505,1,00,279265000,5,01,202406,0,0,02,0,06,0.0,0.0,0.0,Y40,36 AL 17,Mutual Benefit,Micro
237207967,MUSLIM ASSOCIATION OF PITTSBURGH,,2361 HAYMAKER RD,MONROEVILLE,PA,15146,0000,03,3,7000,197401,1,10,001000000,5,01,,0,0,06,0,12,,,,,,Unknown,Unknown
237212786,UNIVERSAL TRUE FAITH CHURCH OF DIVINE GUIDANCE DOMINION OF LOVE,% GLORIA BROWN WILSON,302 ZARA ST APT 204,PITTSBURGH,PA,15210,0000,03,3,7000,197206,1,10,001000000,1,01,,0,0,06,0,12,,,,,,Unknown,Unknown
237215201,WAREHOUSE EMPLOYEES UNION LOCAL 169 & CONTR EMPL HEALTH WELFARE FUND,,630 STANWIX ST STE 1500,PITTSBURGH,PA,15222,0000,09,3,1000,197809,2,00,264000000,1,01,202312,8,8,01,0,12,13542424.0,25248927.0,6939975.0,,,Unknown,Major
237217266,ST MARYS RUSSIAN ORTHODOX CHURCH,,105 S 19TH ST,PITTSBURGH,PA,15203,2365,03,9,7000,197210,1,10,000000000,5,01,,0,0,06,0,12,,,,,,Unknown,Unknown
237217984,CLARENCE A ROWELL 2 61590,% PNC BANK NA,116 ALLEGHENY CENTER MALL P8YB3502L,PITTSBURGH,PA,15212,0000,92,3,1000,197210,0,00,909000000,6,12,202401,6,5,00,1,01,1549764.0,940389.0,,,,Unknown,Medium
237222916,VOLUNTEER FIRE CO OF MT LEBANON TOWNSHIP INC RELIEF FUND ASSOC,% DAVID ADLER,555 WASHINGTON RD,PITTSBURGH,PA,15228,0000,04,3,2000,198308,2,00,407000000,1,01,202312,6,4,01,0,12,1219211.0,185703.0,185703.0,,,Unknown,Small
237225057,ST PIUS V ASSOCIATION INCORPORATED,,2107 SIDNEY ST,PGH,PA,15203,0000,03,3,7000,197405,1,10,001000000,1,01,,0,0,06,0,12,,,,,,Unknown,Unknown
237226511,ISABEL M SPACKMAN TRUST NECT,% PNC BANK NA TRUSTEE,116 ALLEGHENY CENTER MALL P8YB3502L,PITTSBURGH,PA,15212,0000,92,3,1000,197212,0,00,909000000,6,12,202312,6,5,00,1,12,1062748.0,737290.0,,,,Unknown,Medium
237229588,AMERICAN FEDERATION OF TEACHERS,% MOLLY HARBST,PO BOX 6,WEST MIFFLIN,PA,15122,0787,05,9,3000,197012,2,00,263264279,5,01,202406,4,4,01,0,06,101465.0,132544.0,132544.0,,2340 WEST MIFFLIN,Unknown,Small
237229777,SERRA INTERNATIONAL,% JOHN LISTON,2900 NOBLESTOWN RD,PITTSBURGH,PA,15205,1059,03,9,7000,197301,1,16,059029000,5,01,202406,0,0,02,0,06,0.0,0.0,0.0,,20 PITTSBURGH SERRA CLUB,Unknown,Micro
237235215,NATIONAL RURAL LETTER CARRIERS ASSOCIATION,% KARI NYE,4019 FOREST AVE,ALLISON PARK,PA,15101,2377,05,9,3000,197211,2,00,263000000,5,01,202406,0,0,02,0,06,0.0,0.0,0.0,,ALLEGHENY COUNTY PENNSYLVANIA,Unknown,Micro
237237250,TROY HILL CITIZENS,,1619 LOWRIE STREET,PITTSBURGH,PA,15212,0000,03,3,1000,199608,1,15,381400408,1,01,202312,0,0,02,0,12,0.0,0.0,0.0,S20J,,Community Development,Micro
237238044,FIRST CHURCH OF GOD AND SAINTS OF CHRIST INC,% PASTOR EVANG JOSEPH STIEFF,626 LAWSON ST,PITTSBURGH,PA,15219,3869,03,9,7000,200207,1,10,000000000,1,01,,0,0,06,0,12,,,,X21,PITTSBURGH PENNSYLVANIA,Religion,Unknown
237239293,ALL SAINTS EPISCOPAL CHURCH,,3577 MCCLURE AVE,PITTSBURGH,PA,15212,3741,03,9,7000,194001,1,10,000000000,5,01,201012,3,3,00,0,12,0.0,35402.0,,,,Unknown,Micro
237240026,AVALON PUBLIC LIBRARY,,317 S HOME AVE,AVALON,PA,15202,0000,03,3,1000,201705,1,15,000000000,1,01,202312,4,4,01,0,12,335161.0,220918.0,220918.0,B70,,Education,Small
237240767,FRIENDS OF THE BRENTWOOD LIBRARY,% SHARON LUTHER,3501 BROWNSVILLE RD,PITTSBURGH,PA,15227,0000,03,3,1000,197604,1,16,061000000,1,01,202312,0,0,02,0,12,0.0,0.0,0.0,,,Unknown,Micro
237240960,LUBAVITCH CENTER,,2100 WIGHTMAN ST,PITTSBURGH,PA,15217,0000,03,3,7000,197303,1,10,001000000,1,01,,0,0,06,0,12,,,,,,Unknown,Unknown
237241786,AMERICAN FEDERATION OF GOVERNMENT EMPLOYEES,% ELWIN O WEAVER,126 WASHINGTON AVENUE,OAKMONT,PA,15139,0194,05,9,3000,194010,2,00,263264265,5,01,202412,0,0,02,0,12,0.0,0.0,0.0,,137 AFGE COUNCIL,Unknown,Micro
237241930,EPILEPSY ASSOCIATION OF WESTERN AND CENTRAL PA,% MARGARET JELLEY,1501 REEDSDALE ST STE 3002,PITTSBURGH,PA,15233,0000,03,3,1000,197212,1,15,123160000,1,01,202306,7,6,01,0,06,6580152.0,1376691.0,1217503.0,G54Z,,Diseases & Disorders,Large
237242221,AMERICAN LEGION,% FRED S NICHOLS,1332 N CANAL ST,PITTSBURGH,PA,15215,0925,19,9,1000,194603,2,00,907908000,5,01,202412,0,0,02,0,12,0.0,0.0,0.0,W30,0106 GEORGE L WALTER JR INC POST PA,Public Benefit,Micro
237242510,CATHOLIC DAUGHTERS OF AMERICA 1303 CT PIUS,,736 LAFAYETTE DR,CLAIRTON,PA,15025,0928,03,9,7100,194603,1,15,036601279,5,01,,0,0,13,0,12,,,,,,Unknown,Unknown
237244441,AMERICAN FEDERATION OF STATE COUNTY & MUNICIPAL EMPLOYEES,% MARY DEA JOHNSTON,812 SCOTT AVE,GLENSHAW,PA,15116,1381,05,9,3000,195708,2,00,263059264,5,01,202312,0,0,02,0,12,0.0,0.0,0.0,,L2622PA ALLEGHENY CO PROFESS EMP,Unknown,Micro
237247199,DIRTY GIRTY PUP TENT 29 OF THE MILITARY ORDER OF THE COOTIE,,71 N BRYANT AVE,BELLEVUE,PA,15202,0000,19,3,1000,201908,1,00,908040907,5,01,202412,0,0,02,0,12,0.0,0.0,0.0,W30,,Public Benefit,Micro
237248475,FRIENDS OF THE MCKEESPORT PA CARNEGIE FREE LIBRARY,% WILLIAM C HUNTER PRESIDENT,1507 LIBRARY AVE,MCKEESPORT,PA,15132,0000,03,3,2000,197212,1,15,994059000,5,01,202309,0,0,02,0,09,0.0,0.0,0.0,,,Unknown,Micro
237254904,TADISO INC,% EXECUTIVE DIRECTOR,1425 BEAVER AVE,PITTSBURGH,PA,15233,0000,03,3,1200,197301,1,12,179059150,1,01,202406,7,7,01,0,06,8692097.0,9654356.0,9654356.0,F220,,Mental Health & Crisis,Large
237254930,PITTSBURGH CHAPTER AIA CHARITABLE ASSOCIATION,,925 LIBERTY AVE SUITE 700,PITTSBURGH,PA,15222,0000,03,3,1200,197302,1,15,402040000,1,01,202312,0,0,02,0,12,0.0,0.0,0.0,B82Z,,Education,Micro
237257055,PITTSBURGH COMMUNITY BROADCASTING CORPORATION,,67 BEDFORD SQ,PITTSBURGH,PA,15203,0000,03,3,2000,197302,1,15,059120000,1,01,202309,8,7,01,0,09,14104306.0,7067650.0,7067312.0,A34Z,91 3 WYEP AND 90 5 WESA,Arts & Culture,Large
237257527,LADIES HOSPITAL AID SOCIETY OF WESTERN PENNSYLVANIA,,3459 5TH AVE,PITTSBURGH,PA,15213,0000,03,3,1000,199806,1,17,151000000,1,01,202306,6,5,01,0,06,4159647.0,869966.0,511417.0,E22I,,Health,Medium
237259849,WEST VIEW VOLUNTEER FIRE DEPARTMENT,,441 PERRY HWY,PITTSBURGH,PA,15229,0000,04,3,3000,197308,1,00,407158000,1,01,202312,6,5,01,0,12,1967355.0,957835.0,417514.0,,,Unknown,Medium
237261807,RALPH M ECCLES & ELLA M ECCLES FOUNDATION,% PNC BANK NA,116 ALLEGHENY CENTER MALL P8YB3502L,PITTSBURGH,PA,15212,0000,03,3,1000,197312,1,04,602000000,2,01,202312,6,6,00,1,12,4138228.0,1848428.0,,,,Unknown,Large
237264032,AMERICAN FEDERATION OF STATE COUNTY & MUNICIPAL EMPLOYEES,% RICHARD CAPONI,651 HOLIDAY DRIVE SUITE 510,PITTSBURGH,PA,15220,1381,05,9,3000,195708,2,00,263059264,5,01,202306,0,0,02,0,06,0.0,0.0,0.0,,C0084PA WESTERN PA PUB EMPS DSTCN84,Unknown,Micro
237266887,MEXICAN WAR STREETS SOCIETY INC,,PO BOX 6588,PITTSBURGH,PA,15212,0000,03,3,1200,198107,1,16,400406429,5,01,202312,3,3,01,0,12,93686.0,84006.0,80863.0,,,Unknown,Small
237268868,INTERNATIONAL BROTHERHOOD OF ELECTRICAL WORKERS,,5 HOT METAL ST STE 200,PITTSBURGH,PA,15203,0000,05,3,3000,194008,2,00,263264279,5,01,202312,6,4,01,0,12,3051079.0,187700.0,187700.0,,712 LOCAL SCHOLARSHIP TRUST FUND,Unknown,Small
237269851,PENNSYLVANIA VETERINARY MEDICAL ASSOCIATION,% JANE GRUBER,4742 REYNOLDS STREET,PITTSURGH,PA,15206,2410,06,9,1000,197303,2,00,205000000,5,01,202412,0,0,02,0,12,0.0,0.0,0.0,,WESTERN VMA,Unknown,Micro
237270416,UNITED STEEL WORKERS BUILDING,,60 BLVD OF THE ALLIES,PITTSBURGH,PA,15222,0000,02,3,1000,197404,2,00,279000000,1,01,202312,8,6,01,0,12,11837576.0,3562655.0,3562655.0,,,Unknown,Large
237280772,PITTSBURGH GEOLOGICAL SOCIETY INC,% TREASURER,PO BOX 58172,PITTSBURGH,PA,15209,0000,03,3,2000,197310,1,16,059000000,1,01,202406,0,0,02,0,06,0.0,0.0,0.0,,,Unknown,Micro
237281832,PENNSYLVANIA ASSOCIATION OF FEDERAL PROGRAM COORDINATORS,,1304 CHELTON AVE,PITTSBURGH,PA,15226,0000,06,3,2000,197312,2,00,200000000,1,01,202406,5,5,01,0,06,727657.0,508443.0,508443.0,B99C,,Education,Medium
237282968,ELIZABETH LOUISE GLASGOW FOUNDATION,,1304 WOODLAWN CT,PITTSBURGH,PA,15241,0000,03,3,1000,196901,1,04,602000000,2,01,202312,3,1,00,1,12,58056.0,7639.0,,,,Unknown,Micro
237283842,GARDEN CLUB OF MCKEESPORT,,1400 PIN OAK DR,MCKEESPORT,PA,15132,0000,03,3,1000,197906,1,16,149000000,5,01,202312,5,3,01,0,12,756808.0,93481.0,62590.0,C420,GARDEN CLUB OF MCKEESPORT,Environment,Small
237286159,PENNSYLVANIA ENVIRONMENTAL COUNCIL INC,,810 RIVER AVE STE 201,PITTSBURGH,PA,15212,0000,03,3,1000,197310,1,15,161180402,1,01,202312,7,6,01,0,12,5311665.0,4046260.0,3902381.0,C010,,Environment,Large
237286440,RIVERS EDGE VOLUNTEER FIRE DEPT,,1100 BRADDOCK AVE,BRADDOCK,PA,15104,0000,04,3,1000,198101,1,00,998000000,1,01,202312,6,6,01,0,12,3621546.0,1771963.0,497338.0,,,Unknown,Large
237289090,ALLEGHENY CO PRISON EMPLOYEES,% MICHAEL BYERLY,211 UPPER HECKMAN RD,N VERSAILLES,PA,15137,0000,05,3,3000,197506,2,00,261263000,5,01,202312,4,4,01,0,12,352476.0,254946.0,254946.0,,,Unknown,Medium
237292917,PITTSBURGH TURKISH-AMER ASSN FOR THE WELFARE OF TURKISH CHILDREN,% ATILLA SORAN,PO BOX 7545,PITTSBURGH,PA,15213,0000,03,3,1000,201504,1,16,902602000,5,01,202312,0,0,02,0,12,0.0,0.0,0.0,A23,,Arts & Culture,Micro
237293126,PITTSBURGH FIGURE SKATING CLUB,,7600 GRAND AVE,PITTSBURGH,PA,15225,0000,03,3,1000,199004,1,16,298317000,1,01,202404,4,4,01,0,04,399005.0,169195.0,169195.0,N68Z,,Recreation & Sports,Small
237293752,PITTSBURGH ADMINISTRATORS ASSN,,PO BOX 100027,PITTSBURGH,PA,15233,0000,05,3,3000,198609,2,00,263000000,5,01,202312,3,3,01,0,12,84085.0,67832.0,67832.0,,,Unknown,Small
237299939,PTA PENNSYLVANIA CONGRESS,% TREASURER,735 WASHINGTON RD,PITTSBURGH,PA,15228,2052,03,9,1200,197210,1,16,059035000,5,01,202406,0,0,02,0,06,0.0,0.0,0.0,,WASHINGTON ELEM SCHOOL PTA INC,Unknown,Micro
237303727,PITTSBURGH COUNCIL ON HIGHER EDUCATION,% KENNETH P SERVICE,201 WOOD ST,PITTSBURGH,PA,15222,0000,03,3,2000,197402,1,15,059349000,1,01,202306,6,6,01,0,06,1729787.0,1346244.0,1346244.0,B40,,Education,Large
237303831,PITTSBURGH BLACK MEDIA FEDERATION,,PO BOX 9049,PITTSBURGH,PA,15224,0000,03,3,1200,201205,1,15,000000000,1,01,202412,0,0,02,0,12,0.0,0.0,0.0,A30,,Arts & Culture,Micro
237313244,FRED W HARRINGTON TR UW,% PNC BANK NA,500 1ST AVE,PITTSBURGH,PA,15219,0000,03,3,1000,197309,1,04,602000000,2,01,202408,4,3,00,1,08,179377.0,56069.0,,,,Unknown,Small
237318235,PITTSBURGH PSYCHOANALYTIC INSTITUTE,,401 SHADY AVENUE B-101,PITTSBURGH,PA,15206,0000,03,3,2000,197411,1,11,046030149,1,01,202412,4,3,01,0,12,123329.0,77094.0,77094.0,Z99,,Unknown,Small
237319621,LIFESPAN INC,,314 E 8TH AVE,HOMESTEAD,PA,15120,0000,03,3,1000,197309,1,15,998000000,1,01,202306,6,7,01,0,06,4439150.0,5735934.0,5678108.0,P810,,Human Services,Large
237321018,UNITED STEELWORKERS,% GWIN BOOKER,60 BLVD OF THE ALLIES,PITTSBURGH,PA,15222,0260,05,9,3000,194012,2,00,263059269,5,01,202412,0,0,02,0,12,0.0,0.0,0.0,,395M UNITED STEELWORKERS LOCAL,Unknown,Micro
237321899,THE HINDU JAIN TEMPLE,,615 ILLINI DR,MONROEVILLE,PA,15146,0000,03,3,7000,197310,1,10,001000000,1,01,,4,3,06,0,12,,,,,THE HINDU TEMPLE SOCIETY OF N AMER,Unknown,Unknown
237325235,AMERICAN SOCIETY OF HEATING REFRIGERATING & A-C ENGINEERS,% MR PAUL E PETRILLI PE,4640 CAMPBELLS RUN ROAD,PITTSBURGH,PA,15205,2475,03,9,2800,197311,1,16,161000000,5,01,202406,0,0,02,0,06,0.0,0.0,0.0,,JOHNSTOWN,Unknown,Micro
237330419,UNITED STEELWORKERS,% CLARENCE ALSTON,60 BLVD OF THE ALLIES,PITTSBURGH,PA,15222,0260,05,9,3000,194012,2,00,263059269,5,01,202412,0,0,02,0,12,0.0,0.0,0.0,J40,USW LOCAL UNION 8205,Employment,Micro
237330824,SEEDERS & WEEDERS GARDEN CLUB,% JILL RUPPEL,160 WOODLAND FARMS RD,PITTSBURGH,PA,15238,0000,04,3,1000,199011,2,00,356000000,1,01,202412,0,0,02,0,12,0.0,0.0,0.0,,,Unknown,Micro
237332113,UNITED STEELWORKERS,% ALAN JONES,60 BLVD OF THE ALLIES,PITTSBURGH,PA,15222,0260,05,9,3000,194012,2,00,263059269,5,01,202412,0,0,02,0,12,0.0,0.0,0.0,,00387M LOCAL,Unknown,Micro
237334346,INTERNATIONAL ASSOCIATION OF LIONS CLUBS,% MARJORIE BARTRAM,PO BOX 381,INGOMAR,PA,15127,0239,04,9,3000,194012,2,00,000000000,5,01,202406,0,0,02,0,06,0.0,0.0,0.0,,5750 NORTHERN ALLEGENY,Unknown,Micro
237335853,BIRMINGHAM MUSEUM OF ART FOUNDATION INC,% WMG TAX DEPT,116 ALLEGHENY CENTER MALL P8YB3502L,PITTSBURGH,PA,15212,0000,03,3,2000,197311,1,17,119059000,1,01,202306,6,5,01,0,06,1240139.0,812499.0,122791.0,A115,,Arts & Culture,Medium
237335903,EXPLORERS CLUB OF PITTSBURGH,% ECP TREASURER,305 46TH ST,PITTSBURGH,PA,15201,0000,07,3,1000,200602,2,00,161180281,1,01,202412,0,0,02,0,12,0.0,0.0,0.0,N60,,Recreation & Sports,Micro
237336421,JOHN SHERMAN & ALVINA RECKMAN MYERS FOUNDATION FOR LEGAL EDUCATION,% PNC BANK NA,116 ALLEGHENY CENTER MALL P8YB3502L,PITTSBURGH,PA,15212,0000,03,3,1200,197401,1,17,602059040,2,01,202312,8,8,01,0,12,19377188.0,27781514.0,18941480.0,,,Unknown,Major
237350502,WEST ALLEGHANY AQUA CLUB,,PO BOX 738,IMPERIAL,PA,15126,0000,07,3,1000,197505,0,00,998000000,1,01,202207,3,4,01,0,07,80348.0,123777.0,123777.0,,,Unknown,Small
237350636,AUTISM SOCIETY OF PITTSBURGH INC,,795 PINE VALLEY DRIVE,PITTSBURGH,PA,15239,0000,03,3,1200,201307,1,15,059120000,1,01,202312,5,5,01,0,12,676147.0,655758.0,629806.0,G84,,Diseases & Disorders,Medium
237351897,FOREST HILLS COMMUNITY SERVICE,% DON B NEWCOMER JR,2067 ARDMORE BLVD,PITTSBURGH,PA,15221,0000,03,3,1000,197406,1,15,408402000,1,01,202412,0,0,02,0,12,0.0,0.0,0.0,,,Unknown,Micro
237352477,ALLEGHENY WEST CIVIC COUNCIL INC,,806 WESTERN AVE,PITTSBURGH,PA,15233,0000,03,3,1000,197405,2,16,999000000,1,01,202312,5,4,01,0,12,859338.0,108704.0,108704.0,S200,,Community Development,Small
237358862,THOMAS A WILSON FOUNDATION,% PNC BANK NA,116 ALLEGHENY CENTER MALL P8YB3502L,PITTSBURGH,PA,15212,0000,03,3,1000,197409,1,04,602000000,2,01,202312,6,6,00,1,12,4257691.0,3970326.0,,,,Unknown,Large
237359608,LIGHT OF THE WORLD HEATING AND DELIVERANCE MINISTRY INC,,428 LIBRARY ST # 30,BRADDOCK,PA,15104,0000,03,3,7000,197605,1,10,001003029,1,01,,0,0,06,0,12,,,,,,Unknown,Unknown
237366998,JACK BUNCHER FOUNDATION,,1300 PENN AVE STE 300,PITTSBURGH,PA,15222,0000,03,3,1000,197403,1,04,602000000,1,01,202311,9,8,00,1,11,184753236.0,27931777.0,,,,Unknown,Major
237368085,AMERICAN PLATFORM TENNIS ASSOCIATION INC,,109 WESPORT DR,PITTSBURGH,PA,15238,0000,03,3,1000,200509,1,16,281000000,1,01,202403,6,6,01,0,03,1484605.0,2665795.0,2590149.0,N70,,Recreation & Sports,Large
237373847,BRIGHTWOOD CHRISTIAN CHURCH,,5044 W LIBRARY AVE AND CENTER ST,BETHEL PARK,PA,15102,1125,03,9,7100,195107,1,10,029000000,5,01,,0,0,06,0,12,,,,,,Unknown,Unknown
237376021,POINT BREEZE VOLUNTEER FIRE ASSOCIATION,,1002 CENTER AVE,VERONA,PA,15147,0000,03,3,1000,201204,1,15,407000000,1,01,202312,0,0,02,0,12,0.0,0.0,0.0,M24,,Public Safety,Micro
237383807,FRANCIS MCCLURE K-5 PTA,,500 LONGVUE DR,WHITE OAK,PA,15131,0000,03,3,2000,202406,1,16,000000000,5,01,201506,2,3,02,0,06,20528.0,33682.0,10377.0,B94,,Education,Micro
237383868,PENNSYLVANIA-AMERICAN WATER FEDERAL CREDIT UNION,,6050 LIBRARY RD,BETHEL PARK,PA,15102,0000,01,0,1000,000000,0,00,000000000,0,01,201312,0,0,07,0,12,,,,,,Unknown,Unknown
237386979,UPPER ST CLAIR INDEPENDENT HOCKEY CLUB,,PO BOX 112672,PITTSBURGH,PA,15241,0000,03,3,1000,197504,1,16,321000000,5,01,202403,2,4,01,0,03,22784.0,170558.0,170558.0,,,Unknown,Small
237388444,EUREKA HOSE COMPANY,,304 THIRD AVENUE,TARENTUM,PA,15084,0000,04,3,3000,197407,1,00,158407408,1,01,202312,5,3,01,0,12,660972.0,55205.0,55205.0,,,Unknown,Small
237389048,MUNHALL CENTRAL VOLUNTEER FIRE & RESCUE INC,% STEVE KELLEY,PO BOX 8,HOMESTEAD,PA,15120,0000,04,3,3000,197407,1,00,407000000,1,01,202312,5,4,01,0,12,912054.0,261646.0,234615.0,,,Unknown,Medium
237389049,PARKVIEW PLAN VOLUNTEER FIRE COMPANY OF OHARA TOWNSHIP,,726 MIDWAY DR,SHARPSBURG,PA,15215,0000,04,3,1200,197407,1,00,407158000,5,01,202312,5,6,01,0,12,688512.0,1339429.0,1339429.0,,,Unknown,Large
237391965,AMERICAN LEGION,,172 6TH AVE,PITTSBURGH,PA,15229,0925,19,9,1000,194603,1,00,907908000,5,01,202312,4,4,01,0,12,147783.0,160434.0,79896.0,,80 SGT JOSEPH D CASKEY INC,Unknown,Small
237392980,SPRINGDALE VOLUNTEER FIRE DEPARTMENT,,845 LINCOLN AVE,SPRINGDALE,PA,15144,0000,04,3,3000,197408,1,00,158407000,1,01,202312,4,4,01,0,12,426530.0,105650.0,105650.0,,,Unknown,Small
237394294,EASTERN AREA PREHOSPITAL SERVICES,,192 11TH ST,TURTLE CREEK,PA,15145,0000,03,3,1000,200509,1,16,158000000,1,01,202312,4,6,01,0,12,493681.0,2642668.0,2641909.0,E62,,Health,Large
237394576,VINTAGE,,421 N HIGHLAND AVE,PITTSBURGH,PA,15206,0000,03,3,2000,197408,1,16,575149000,1,01,202406,6,6,01,0,06,3031534.0,1430797.0,1424827.0,P81Z,,Human Services,Large
237398683,PITTSBURGH PUBLIC THEATER CORPORATION,,621 PENN AVE,PITTSBURGH,PA,15222,0000,03,3,2000,197409,1,15,088090000,1,01,202308,8,7,01,0,08,13144593.0,6208570.0,6045496.0,A650,,Arts & Culture,Large
237401645,AMERICAN CHEMICAL SOCIETY,% DR NIHARIKA K BOTCHA,139 EDGEWOOD AVE APT 109,PITTSBURGH,PA,15218,0945,03,9,2800,194605,1,16,059120061,5,01,202312,4,3,01,0,12,498511.0,54612.0,54612.0,,PITTSBURGH SECTION,Unknown,Small
237404370,WESTERN PENNSYLVANIA GENEALOGICAL SOCIETY,,4400 FORBES AVE,PITTSBURGH,PA,15213,0000,03,3,2000,197410,1,16,094000000,1,01,202406,4,3,01,0,06,140221.0,63943.0,62124.0,A83Z,,Arts & Culture,Small
237404513,INSTITUTE OF INTERNAL AUDITORS,% JESSICA MILLER,PO BOX 2555,PITTSBURGH,PA,15230,8620,06,9,2000,199201,2,00,205000000,1,01,202405,4,3,01,0,05,113661.0,89486.0,89486.0,,PITTSBURGH CHAPTER,Unknown,Small
237404753,PENNSYLVANIA DIVISION OF INTL ASSN FOR IDENTIFICATION,% JASON R CLARK,1000 ROSS MUNICIPAL RD,PITTSBURGH,PA,15237,0000,06,3,2000,197503,2,00,998000000,5,01,202306,0,0,02,0,06,0.0,0.0,0.0,,,Unknown,Micro
237404787,MONROEVILLE VOL FIRE COMPANY NO 5 & RELIEF ASSN OF MONROEVILLE PA,,100 SECO RD,MONROEVILLE,PA,15146,0000,03,3,1000,201907,1,16,407158000,1,01,202312,6,5,01,0,12,1183542.0,669108.0,669108.0,M24,,Public Safety,Medium
237404852,SHALER AREA BAND PARENTS ASSN SHALER AREA HIGH SCHOOL,% CRAIG M BENNIE,2915 KENNEDY HEIGHTS DR,ALLISON PARK,PA,15101,0000,03,3,1000,197506,1,16,035000000,5,01,202406,0,0,02,0,06,0.0,0.0,0.0,B25I,,Education,Micro
237407933,PEOPLES OAKLAND INC,,3433 BATES STREET,PITTSBURGH,PA,15213,0000,03,3,1000,197609,1,15,400402000,1,01,202306,5,5,01,0,06,782966.0,681326.0,666157.0,F99Z,,Mental Health & Crisis,Medium
237408539,ROTARY CLUB OF CRAFTON-INGRAM,,PO BOX 44007,PITTSBURGH,PA,15205,0000,04,3,3000,201509,2,00,520349200,5,01,202406,0,0,02,0,06,0.0,0.0,0.0,,,Unknown,Micro
237409379,SWEET ADELINES INTERNATIONAL,% LOIS TRELOAR,522 CARNOT RD,MOON TWP,PA,15108,1321,03,9,2000,195510,1,16,119059000,5,01,202404,0,0,02,0,04,0.0,0.0,0.0,A6B0,1707 SOUNDS OF PITTSBURG CHAPTER,Arts & Culture,Micro
237410581,ASSOCIATION OF AMERICAN CANCER INSTITUTES,% DR EDWIN MIRAND,3708 5TH AVE STE 503,PITTSBURGH,PA,15213,0000,03,3,2800,197507,1,16,161123000,1,01,202312,7,6,01,0,12,5533137.0,2613988.0,2613988.0,G30A,,Diseases & Disorders,Large
237411025,PENNSYLVANIA FACULTY HEALTH AND WELFARE FUND,% ACA INC,60 BLVD OF THE ALLIES 5TH FLOOR,PITTSBURGH,PA,15222,0000,09,3,1000,198706,2,00,264265000,2,01,202406,7,7,01,0,06,8700352.0,5074891.0,5074891.0,,,Unknown,Large
237411758,CLARK MEMORIAL BAPTIST CHURCH,% ANTHONY MCCLELLAND,1301 GLENN ST,HOMESTEAD,PA,15120,0000,03,3,7000,201408,1,10,000000000,1,01,,0,0,06,0,12,,,,X21,,Religion,Unknown
237411912,GARDEN CLUB FEDERATION OF PENNSYLVANIA,% PATTY FEDEN,156 BAKER DR,PLEASANT HLS,PA,15236,4352,03,9,1000,200410,1,16,000000000,5,01,202404,0,0,02,0,04,0.0,0.0,0.0,,PLEASANT HILLS GARDEN CLUB,Unknown,Micro
237413242,MOUNT LEBANON TOWNSHIP POLICE ASSOCIATION INC,,555 WASHINGTON ROAD B,MT LEBANON,PA,15228,0000,03,3,1000,201409,1,16,262319408,1,01,202403,3,3,01,0,03,66449.0,82852.0,82852.0,W99,,Public Benefit,Small
237416513,SUMMIT HOSE COMPANY OF THE THIRD WARD,,321 W 7TH AVE,TARENTUM,PA,15084,0000,04,3,3000,197908,2,00,407000000,1,01,202312,3,3,01,0,12,76366.0,75612.0,43652.0,,SUMMIT HOSE COMPANY,Unknown,Small
237417417,MONROEVILLE VOLUNTEER FIRE COMPANY 4,,4370 NORTHERN PIKE,MONROEVILLE,PA,15146,0000,03,3,1000,200803,1,16,407000000,1,01,202412,6,6,01,0,12,3368587.0,3319447.0,3319447.0,M24,4,Public Safety,Large
237418046,V E & BETTY PHILLIPS SCHOLARSHIP FUND NECT,% PNC BANK NA,500 1ST AVE,PITTSBURGH,PA,15219,0000,03,3,1000,200909,1,04,909000000,5,01,202404,5,4,00,1,04,890794.0,263265.0,,B82,,Education,Medium
237418647,GREENOCK UNITED METHODIST CHURCH,,1213 GREENOCK BUENA VISTA RD,MCKEESPORT,PA,15135,2573,03,9,7000,197410,0,10,001919000,5,01,201312,0,0,06,0,12,,,,,,Unknown,Unknown
237418950,SOUTHWESTERN PENNSYLVANIA ASSOCIATION OF OCCUPATIONAL HEALTH,% PAULETTE NITKIEWICZ,8232 VAN BUREN DR,PITTSBURGH,PA,15237,0000,06,3,2000,201510,2,00,205149000,5,01,202412,1,1,02,0,12,6301.0,120.0,120.0,E039,,Health,Micro
