EIN,NAME,ICO,STREET,CITY,STATE,ZIP,GROUP,SUBSECTION,AFFILIATION,CLASSIFICATION,RULING,DEDUCTIBILITY,FOUNDATION,ACTIVITY,ORGANIZATION,STATUS,TAX_PERIOD,ASSET_CD,INCOME_CD,FILING_REQ_CD,PF_FILING_REQ_CD,ACCT_PD,ASSET_AMT,INCOME_AMT,REVENUE_AMT,NTEE_CD,SORT_NAME,SECTOR,SIZE_BUCKET,ORG_NAME,AVG_RECENT_REVENUE,AVG_PRIOR_REVENUE,PCT_CHANGE,MOMENTUM_SCORE,VOLATILITY,MOMENTUM_CLASS,REVENUE,PROGRAM_PCT,IS_HOLLOW,IS_TURBULENT
236201503,GEORGE W BEEBE 3 60103 NECT,% PROVIDENT NATL BANK TRUSTEE,116 ALLEGHENY CENTER MALL P8YB3502L,PITTSBURGH,PA,15212,0000,92,3,1000,200604,0,00,928000000,6,12,202312,2,1,00,1,12,23230.0,9582.0,,,,Unknown,Micro,George W Beebe 3 60103 Nect,2196,1506,45.83,529,0.49,strong_momentum_up,2277,0.0,False,False
236201530,MATILDA H BRETZ 5 NECT,% PNC BANK,116 ALLEGHENY CENTER MALL P8YB3502L,PITTSBURGH,PA,15212,0000,92,0,1000,197906,0,00,928000000,2,12,202312,4,4,00,1,12,152590.0,105398.0,,,,Unknown,Small,Matilda H Bretz 5 Nect,7302,13170,-44.56,-5365,0.58,turbulent,516,0.0,False,True
236201538,JOHN BUCHANAN NECT 60241,% PNC BANK,116 ALLEGHENY CENTER MALL P8YB3502L,PITTSBURGH,PA,15212,0000,92,0,1000,197908,0,00,928000000,2,12,202312,4,4,00,1,12,360410.0,241316.0,,,,Unknown,Small,John Buchanan Nect 60241,16554,28009,-40.9,-13724,0.66,turbulent,-1386,,False,True
236201578,JOHN COSTELLO 4 60371 NECT,% PNC BANK,116 ALLEGHENY CENTER MALL P8YB3502L,PITTSBURGH,PA,15212,0000,92,3,1000,200603,0,00,928000000,6,12,202312,4,4,00,1,12,202628.0,135661.0,,,,Unknown,Small,John Costello 4 60371 Nect,10668,20898,-48.95,-6393,0.66,turbulent,324,0.0,False,True
236201617,CHARLES E ELLIS 4 60520 NECT,% PNC BANK N A,116 ALLEGHENY CENTER MALL P8YB3502L,PITTSBURGH,PA,15212,0000,92,3,1000,197012,0,00,928000000,2,12,202312,3,2,00,1,12,83450.0,12375.0,,,21350010605206,Unknown,Micro,Charles E Ellis 4 60520 Nect,5238,7497,-30.13,1282,0.77,turbulent,6301,0.0,False,True
236201637,FOREMAN FLEISHER 2 PROVIDENT NATL BANK TRUSTEE 60598,% PNC BANK,500 1ST AVE,PITTSBURGH,PA,15219,0000,92,3,1000,190012,0,00,909000000,6,12,202409,4,4,00,1,09,407499.0,121617.0,,,,Unknown,Small,Foreman Fleisher 2 Provident Natl Bank Trustee 60598,22003,52481,-58.07,8749,0.67,turbulent,17212,0.0,False,True
236201661,AMANDA E GLATFELTER 4 NECT,% PROVIDENT NATL BANK TRUSTEE 60705,116 ALLEGHENY CENTER MALL P8YB3502L,PITTSBURGH,PA,15212,0000,92,0,1000,197905,0,00,928000000,2,12,202312,3,2,00,1,12,56059.0,16139.0,,,,Unknown,Micro,Amanda E Glatfelter 4 Nect,1782,4274,-58.29,4292,0.83,turbulent,2602,0.0,False,True
236201682,KATHERINE S HARNED 3 NECT,% PNC BANK,116 ALLEGHENY CENTER MALL P8YB3502L,PITTSBURGH,PA,15212,0000,92,0,1000,000000,0,00,000000000,0,12,202312,4,4,00,1,12,385418.0,251885.0,,,,Unknown,Medium,Katherine S Harned 3 Nect,17521,41846,-58.13,-14097,0.84,turbulent,-734,,False,True
236201683,PHEBE HARNED 3 60789 NECT,% PNC BANK,116 ALLEGHENY CENTER MALL P8YB3502L,PITTSBURGH,PA,15212,0000,92,3,1000,200603,0,00,928000000,6,12,202312,4,4,00,1,12,402852.0,263188.0,,,,Unknown,Medium,Phebe Harned 3 60789 Nect,18541,43769,-57.64,-14491,0.76,turbulent,-680,,False,True
236201744,CARL F LAUBER,% PROVIDENT NATL BANK TRUSTEE,500 FIRST AVE P7PFSC03Z,PITTSBURGH,PA,15219,0000,92,3,1000,197405,0,00,928000000,2,12,201912,4,4,00,1,12,139377.0,123335.0,,,16350350610461,Unknown,Small,Carl F Lauber,12864,8594,49.69,3060,0.55,turbulent,16984,0.0,False,True
236201745,SAMUEL LAWSON 2,% PNC BANK,116 ALLEGHENY CENTER MALL P8YB3502L,PITTSBURGH,PA,15212,0000,92,3,1000,200603,0,00,928000000,6,12,202312,4,4,00,1,12,204066.0,130485.0,,,,Unknown,Small,Samuel Lawson 2,9191,42966,-78.61,-5487,1.43,turbulent,1211,0.0,False,True
236201840,LEMUEL RITCHEY PARRY 2 NECT,% PNC BANK,116 ALLEGHENY CENTER MALL P8YB3502L,PITTSBURGH,PA,15212,0000,92,3,1000,200603,0,00,928000000,6,12,202312,4,4,00,1,12,273024.0,316662.0,,,,Unknown,Medium,Lemuel Ritchey Parry 2 Nect,16576,21780,-23.89,-27660,0.52,turbulent,288,0.0,False,True
236201846,GEORGE L PENNOCK 3 TRUST 61432,% PNC BANK,116 ALLEGHENY CENTER MALL P8YB3502L,PITTSBURGH,PA,15212,0000,92,3,1000,200606,0,00,000000000,6,12,202312,4,4,00,1,12,333920.0,170719.0,,,,Unknown,Small,George L Pennock 3 Trust 61432,23153,27377,-15.43,-11003,0.62,turbulent,14628,0.0,False,True
236201894,JOHN K SCHAFER 2 61618 NECT,% PNC BANK,116 ALLEGHENY CENTER MALL P8YB3502L,PITTSBURGH,PA,15212,0000,92,3,1000,200603,0,00,928000000,6,12,202312,4,4,00,1,12,338032.0,219522.0,,,,Unknown,Small,John K Schafer 2 61618 Nect,15528,51877,-70.07,-11703,0.73,turbulent,275,0.0,False,True
236201895,ALBERT F SCHENCK 8 61621 NECT,% PNC BANK,116 ALLEGHENY CENTER MALL P8YB3502L,PITTSBURGH,PA,15212,0000,03,3,1000,200603,0,04,928000000,6,01,202312,6,6,00,1,12,2070136.0,1319744.0,,,,Unknown,Large,Albert F Schenck 8 61621 Nect,253162,157809,60.42,-237260,1.1,turbulent,-82794,,False,True
236201913,ELEANOR R SIMES 61718 NECT,% PNC BANK,116 ALLEGHENY CENTER MALL P8YB3502L,PITTSBURGH,PA,15212,0000,92,0,1000,000000,0,00,000000000,0,12,202312,4,4,00,1,12,205014.0,132525.0,,,,Unknown,Small,Eleanor R Simes 61718 Nect,9062,21127,-57.1,-6330,0.79,turbulent,444,0.0,False,True
236201945,HENRY STUEBNER 12,% PNC BANK,116 ALLEGHENY CENTER MALL P8YB3502L,PITTSBURGH,PA,15212,0000,92,0,1000,000000,0,00,000000000,0,12,202312,5,5,00,1,12,933355.0,617492.0,,,,Unknown,Medium,Henry Stuebner 12,44200,91008,-51.43,-33517,0.95,turbulent,-1306,,False,True
236201955,FRED W TAYLOR TRUST 3,% PNC BANK NA,116 ALLEGHENY CENTER MALL P8YB3502L,PITTSBURGH,PA,15212,0000,92,3,1000,200603,0,00,928000000,6,12,202312,6,5,00,1,12,1528700.0,731764.0,,,,Unknown,Medium,Fred W Taylor Trust 3,93440,70382,32.76,-16735,0.72,turbulent,47016,0.0,False,True
236202007,WILLIAM WHITE 62075 NECT,% PNC BANK,116 ALLEGHENY CENTER MALL P8YB3502L,PITTSBURGH,PA,15212,0000,92,3,1000,200602,0,00,928000000,6,12,202312,6,5,00,1,12,1005692.0,642154.0,,,,Unknown,Medium,William White 62075 Nect,44392,103217,-56.99,-34699,0.85,turbulent,-2249,,False,True
236202113,LYDIA I BIDDLE 3 62406 NECT,% PROVIDENT NATL BK TTEE,116 ALLEGHENY CENTER MALL P8YB3502L,PITTSBURGH,PA,15212,0000,92,3,1000,200603,0,00,928000000,6,12,202312,4,4,00,1,12,222755.0,138247.0,,,,Unknown,Small,Lydia I Biddle 3 62406 Nect,9649,21987,-56.11,-6163,0.77,turbulent,630,0.0,False,True
236202199,JOHN J TYLER TR FOB THE JOHN J TYLER ARBORETUM,% PNC BANK,116 ALLEGHENY CENTER MALL P8YB3502L,PITTSBURGH,PA,15212,0000,03,3,1000,200603,0,04,928000000,6,12,202312,6,6,00,1,12,3343989.0,1627665.0,,,,Unknown,Large,John J Tyler Tr Fob The John J Tyler Arboretum,403915,224190,80.17,-112754,0.86,turbulent,177586,0.0,True,True
236202355,THOMAS C PORCH 4,% PNC BANK,116 ALLEGHENY CENTER MALL P8YB3502L,PITTSBURGH,PA,15212,0000,92,0,1000,000000,0,00,000000000,0,12,202312,4,4,00,1,12,289720.0,187544.0,,,,Unknown,Small,Thomas C Porch 4,13180,60553,-78.23,-9392,1.44,turbulent,209,0.0,False,True
236202452,MARY B JOHNSON 2 63174 NECT,% PNC BANK,116 ALLEGHENY CENTER MALL P8YB3502L,PITTSBURGH,PA,15212,0000,92,3,1000,200603,0,00,928000000,6,12,202312,4,4,00,1,12,388935.0,255310.0,,,,Unknown,Medium,Mary B Johnson 2 63174 Nect,18389,40928,-55.07,-14690,0.69,turbulent,-830,,False,True
236202512,EVERETT H PLUMMER 4,% PNC BANK,116 ALLEGHENY CENTER MALL P8YB3502L,PITTSBURGH,PA,15212,0000,92,3,1000,200603,0,00,928000000,6,12,202312,5,4,00,1,12,646430.0,427133.0,,,,Unknown,Medium,Everett H Plummer 4,30239,94838,-68.11,-24374,0.76,turbulent,-1795,,False,True
236202525,WILLIAM C FREEMAN 3 63277 NECT,% PNC BANK,116 ALLEGHENY CENTER MALL P8YB3502L,PITTSBURGH,PA,15212,0000,92,3,1000,200603,0,00,928000000,6,12,202312,4,4,00,1,12,325763.0,210849.0,,,,Unknown,Small,William C Freeman 3 63277 Nect,14545,44001,-66.94,-11389,0.83,turbulent,-542,,False,True
236202526,WILLIAM C FREEMAN 4 63278 NECT,% P N C BANK NA,116 ALLEGHENY CENTER MALL P8YB3502L,PITTSBURGH,PA,15212,0000,92,0,1000,197906,0,00,928000000,2,12,202312,4,4,00,1,12,215372.0,139020.0,,,P N C BANK NA,Unknown,Small,William C Freeman 4 63278 Nect,9386,29840,-68.54,-6037,0.84,turbulent,873,0.0,False,True
236202580,BENJAMIN E BLOCK,% PNC BANK NA,116 ALLEGHENY CENTER MALL P8YB3502L,PITTSBURGH,PA,15212,0000,92,3,1000,200603,0,00,928000000,6,12,202312,4,4,00,1,12,202934.0,132437.0,,,,Unknown,Small,Benjamin E Block,9415,20287,-53.59,-5781,0.81,turbulent,437,0.0,False,True
236202581,BE BLOCK 4 MEMORIAL CHILDRENS FUND,% PNC BANK,500 1ST AVE,PITTSBURGH,PA,15219,0000,92,3,1000,190012,0,00,909000000,6,12,202409,4,3,00,1,09,177132.0,51120.0,,,,Unknown,Small,Be Block 4 Memorial Childrens Fund,9633,19857,-51.49,5004,0.81,turbulent,8293,0.0,False,True
236202693,EMILIE J KLAHR TESTAMENTARY TRUST,% PNC BANK,500 1ST AVE,PITTSBURGH,PA,15219,0000,03,3,1000,194510,1,04,150922179,2,01,202409,5,4,00,1,09,509071.0,147077.0,,,,Unknown,Small,Emilie J Klahr Testamentary Trust,23500,51288,-54.18,8744,0.75,turbulent,18446,0.0,False,True
236202704,WALTER T BRADLEY NO 7 ACCT 65034,% PNC BANK,116 ALLEGHENY CENTER MALL P8YB3502L,PITTSBURGH,PA,15212,0000,92,3,1000,200603,0,00,000000000,6,12,202312,4,3,00,1,12,106048.0,71457.0,,,PROVIDENT NATL BANK TTEE,Unknown,Small,Walter T Bradley No 7 Acct 65034,5679,5179,9.66,-6636,0.63,turbulent,156,0.0,False,True
236202717,JOHN S BUSH 65055 NECT,% PNC BANK N A,116 ALLEGHENY CENTER MALL P8YB3502L,PITTSBURGH,PA,15212,0000,03,0,1000,200708,0,04,928000000,2,12,202312,6,6,00,1,12,1792701.0,1153572.0,,,,Unknown,Large,John S Bush 65055 Nect,95011,177032,-46.33,-29524,0.51,turbulent,31973,0.0,False,True
236202766,CHARLOTTE A RAGOTZKY 65127 NECT,% PNC BANK NA,116 ALLEGHENY CENTER MALL P8YB3502L,PITTSBURGH,PA,15212,0000,92,3,1000,200603,0,00,928000000,6,12,202312,5,4,00,1,12,695975.0,449375.0,,,,Unknown,Medium,Charlotte A Ragotzky 65127 Nect,29753,64711,-54.02,-19183,0.78,turbulent,2482,0.0,False,True
236202794,ALEXANDER M FOX JR 2 NECT 65164,% PROVIDENT NATIONAL BANK TTEE,116 ALLEGHENY CENTER MALL P8YB3502L,PITTSBURGH,PA,15212,0000,92,3,1000,200603,0,00,928000000,6,12,202312,6,6,00,1,12,3551657.0,2327567.0,,,,Unknown,Large,Alexander M Fox Jr 2 Nect 65164,165638,331588,-50.05,-133417,0.68,turbulent,-8435,,False,True
236202818,ALBERT G BAUER TRUST 68560 NECT,% PNC BANK NA,116 ALLEGHENY CENTER MALL P8YB3502L,PITTSBURGH,PA,15212,0000,03,3,7100,201008,1,04,928000000,2,01,202312,6,5,00,1,12,1205941.0,790208.0,,,,Unknown,Medium,Albert G Bauer Trust 68560 Nect,52954,121120,-56.28,-36246,0.98,turbulent,1394,0.0,False,True
236202999,RICHARD M HARTLEY 69074 NECT,% PNC BANK,116 ALLEGHENY CENTER MALL P8YB3502L,PITTSBURGH,PA,15212,0000,92,3,1000,200602,0,00,928000000,6,12,202312,6,6,00,1,12,1844093.0,1175683.0,,,,Unknown,Large,Richard M Hartley 69074 Nect,80267,184483,-56.49,-63440,0.66,turbulent,1351,0.0,False,True
236203029,CHARLOTTE S P KEEN PROVIDENT NATL BANK TR 69174 NECT,% PNC BANK,116 ALLEGHENY CENTER MALL P8YB3502L,PITTSBURGH,PA,15212,0000,92,3,1000,200601,0,00,928000000,6,12,202312,5,4,00,1,12,501146.0,320773.0,,,,Unknown,Medium,Charlotte S P Keen Provident Natl Bank Tr 69174 Nect,22195,48420,-54.16,-17009,0.71,turbulent,-895,,False,True
236203118,ANNETTA E NORRIS 69445 NECT,% PNC BANK,116 ALLEGHENY CENTER MALL P8YB3502L,PITTSBURGH,PA,15212,0000,92,3,1000,200603,0,00,928000000,6,12,202312,5,5,00,1,12,983361.0,635991.0,,,,Unknown,Medium,Annetta E Norris 69445 Nect,43099,157766,-72.68,-35465,1.12,turbulent,-2490,,False,True
236203125,JOHN B PARSONS PROVIDENT NATL BANK TR 69482 NECT,% PNC BANK N A,116 ALLEGHENY CENTER MALL P8YB3502L,PITTSBURGH,PA,15212,0000,92,3,1000,197404,0,00,928000000,2,12,202312,6,6,00,1,12,2641952.0,1687509.0,,,,Unknown,Large,John B Parsons Provident Natl Bank Tr 69482 Nect,113324,241427,-53.06,-90789,1.06,turbulent,2028,0.0,False,True
236203275,RICHARD LYNE TR N0 2 RES N0 63315,,116 ALLEGHENY CENTER MALL P8YB3502L,PITTSBURGH,PA,15212,0000,92,0,1000,000000,0,00,000000000,0,12,202312,4,4,00,1,12,179605.0,117603.0,,,P N C BANK NA,Unknown,Small,Richard Lyne Tr N0 2 Res N0 63315,8277,37184,-77.74,-6517,1.31,turbulent,-440,,False,True
236203462,WILLIAM L GLATFELTER TR 8 N0 40478,% PNC BANK,500 1ST AVE,PITTSBURGH,PA,15219,0000,92,0,1000,000000,0,00,000000000,0,12,202412,4,3,00,1,12,224961.0,69058.0,,,,Unknown,Small,William L Glatfelter Tr 8 N0 40478,10438,11806,-11.59,3365,0.35,weak_down,11117,0.0,False,False
236203493,JACOB E HEYL 6-40609 NECT,% PNC BANK N A,116 ALLEGHENY CENTER MALL P8YB3502L,PITTSBURGH,PA,15212,0000,92,3,1000,200602,0,00,928000000,2,12,202312,7,6,00,1,12,5380349.0,3809901.0,,,,Unknown,Large,Jacob E Heyl 6 40609 Nect,226756,736288,-69.2,-143620,0.73,turbulent,-11453,,False,True
236203500,LAWERENCE S HOLT TR 7 N0 40639,% PNC BANK,116 ALLEGHENY CENTER MALL P8YB3502L,PITTSBURGH,PA,15212,0000,03,3,1000,200603,0,04,000000000,6,01,202312,4,4,00,1,12,108198.0,141411.0,,,,Unknown,Small,Lawerence S Holt Tr 7 N0 40639,4511,9959,-54.7,-3530,0.67,turbulent,38,0.0,False,True
236203501,LAWRENCE S HOLT TRUST 9 NO 40640 PROVIDENT NATL BANK TR,% PNC BANK N A,116 ALLEGHENY CENTER MALL P8YB3502L,PITTSBURGH,PA,15212,0000,92,3,1000,200603,0,00,000000000,6,12,202312,4,4,00,1,12,477963.0,317863.0,,,,Unknown,Medium,Lawrence S Holt Trust 9 No 40640 Provident Natl Bank Tr,19810,20882,-5.13,-17688,0.7,turbulent,-1637,,False,True
236203736,ISAAC J WISTAR,% PNC BANK N A,116 ALLEGHENY CENTER MALL P8YB3502L,PITTSBURGH,PA,15212,0000,92,3,1000,200603,0,00,000000000,6,12,202312,6,4,00,1,12,1104722.0,442144.0,,,,Unknown,Medium,Isaac J Wistar,122298,54635,123.85,-152376,0.7,turbulent,49467,0.0,False,True
236203816,KATHARINE HOLLINGER GLATFELTER 7 TR 41943,% PNC BANK N A,116 ALLEGHENY CENTER MALL P8YB3502L,PITTSBURGH,PA,15212,0000,92,0,1000,000000,0,00,000000000,0,12,202312,4,4,00,1,12,208665.0,136324.0,,,,Unknown,Small,Katharine Hollinger Glatfelter 7 Tr 41943,8960,15137,-40.81,-518,0.8,turbulent,1113,0.0,False,True
236204039,JOHN LOUIS HANEY FUND 42658 NECT,% PNC BANK,116 ALLEGHENY CENTER MALL P8YB3502L,PITTSBURGH,PA,15212,0000,92,3,1000,200603,0,00,928000000,6,12,202312,4,4,00,1,12,234431.0,154500.0,,,,Unknown,Small,John Louis Haney Fund 42658 Nect,10796,22439,-51.88,-7159,1.15,turbulent,745,0.0,False,True
236204657,HANNAH MORRIS,% PNC BANK N A,116 ALLEGHENY CENTER MALL P8YB3502L,PITTSBURGH,PA,15212,0000,92,3,1000,197311,0,00,909000000,6,12,202312,4,4,00,1,12,398447.0,259024.0,,,,Unknown,Medium,Hannah Morris,18048,41253,-56.25,-14401,0.71,turbulent,-971,,False,True
236204983,F M & L M WILLIS 2 MT OLIVET M NO 44466,% PNC BANK N A,116 ALLEGHENY CENTER MALL P8YB3502L,PITTSBURGH,PA,15212,0000,92,3,1000,200602,0,00,000000000,6,12,202312,4,4,00,1,12,276100.0,177045.0,,,,Unknown,Small,F M & L M Willis 2 Mt Olivet M No 44466,12079,25309,-52.27,-8396,0.77,turbulent,241,0.0,False,True
236205062,CORINNE R & HENRY BOWER MEM TR,% PNC BANK N A,116 ALLEGHENY CENTER MALL P8YB3502L,PITTSBURGH,PA,15212,0000,92,0,1000,000000,0,00,000000000,0,12,202312,5,4,00,1,12,721740.0,444424.0,,,,Unknown,Medium,Corinne R & Henry Bower Mem Tr,37331,152635,-75.54,-15165,1.38,turbulent,8952,0.0,False,True
236205269,G W ELKINS FBO ABINGTON MEMORIAL HOSPITAL TR 46367,% PNC BANK NA,116 ALLEGHENY CENTER MALL P8YB3502L,PITTSBURGH,PA,15212,0000,03,3,1000,200601,0,04,000000000,6,12,202312,7,6,00,1,12,6413041.0,4333267.0,,,,Unknown,Large,G W Elkins Fbo Abington Memorial Hospital Tr 46367,371562,612603,-39.35,117590,0.56,turbulent,245876,0.0,True,True
236205270,S MCINTYRE ELKINS FOR ABINGTON,% PNC BANK N A,116 ALLEGHENY CENTER MALL P8YB3502L,PITTSBURGH,PA,15212,0000,92,3,1000,200601,0,00,000000000,6,12,202312,6,6,00,1,12,4018147.0,2508149.0,,,,Unknown,Large,S Mcintyre Elkins For Abington,269906,368529,-26.76,212241,0.45,uncategorized,282094,0.0,True,False
236205274,ANNIE L LOWRY 2 FIRST PRESBY CHURCH PROVIDENT NATL BANK TR 46398,% PNC BANK,116 ALLEGHENY CENTER MALL P8YB3502L,PITTSBURGH,PA,15212,0000,03,3,1000,200601,0,04,000000000,6,12,202312,4,4,00,1,12,238306.0,153184.0,,,,Unknown,Small,Annie L Lowry 2 First Presby Church Provident Natl Bank Tr 46398,10970,23757,-53.82,-8830,0.95,turbulent,-857,,False,True
236205337,ANNIE L LOWRY,% PNC BANK,116 ALLEGHENY CENTER MALL P8YB3502L,PITTSBURGH,PA,15212,0000,92,3,1000,200601,0,00,000000000,6,12,202312,5,4,00,1,12,590573.0,374370.0,,,,Unknown,Medium,Annie L Lowry,24949,54614,-54.32,-20894,1.11,turbulent,-2306,,False,True
236205363,CHARLES MORRIS PRICE SCHOOL TRUST,% PNC BANK N A,116 ALLEGHENY CENTER MALL P8YB3502L,PITTSBURGH,PA,15212,0000,92,3,1000,200603,0,00,000000000,6,12,202312,4,3,00,1,12,138422.0,95788.0,,,PROVIDENT NATL BANK TR 46716,Unknown,Small,Charles Morris Price School Trust,6100,8850,-31.08,-3952,0.85,turbulent,401,0.0,False,True
236205415,I TYLER MEM FD HAHNEMN MED COLL,% PNC BANK N A,116 ALLEGHENY CENTER MALL P8YB3502L,PITTSBURGH,PA,15212,0000,92,3,1000,200603,0,00,000000000,6,12,202312,5,4,00,1,12,613298.0,396886.0,,,,Unknown,Medium,I Tyler Mem Fd Hahnemn Med Coll,26511,56903,-53.41,-17502,0.89,turbulent,1239,0.0,False,True
236205416,GEORGE W & ELEANOR ELKINS TR,% PNC BANK N A,116 ALLEGHENY CENTER MALL P8YB3502L,PITTSBURGH,PA,15212,0000,92,3,1000,200603,0,00,000000000,6,12,202312,5,4,00,1,12,516645.0,319820.0,,,,Unknown,Medium,George W & Eleanor Elkins Tr,22160,46090,-51.92,-17748,1.14,turbulent,-1681,,False,True
236205417,I TYLER MEN FD FOB THE PA SOCIETY TO PROTECT CHILDREN FROM CRUELTY,% PNC BANK,116 ALLEGHENY CENTER MALL P8YB3502L,PITTSBURGH,PA,15212,0000,03,3,1000,200603,0,04,000000000,6,12,202312,4,4,00,1,12,464425.0,277556.0,,,,Unknown,Medium,I Tyler Men Fd Fob The Pa Society To Protect Children From Cruelty,22173,42164,-47.41,-13401,1.17,turbulent,180,0.0,False,True
236205425,WIDENER MEMORIAL SCHOOL ENDOWMENT FOUNDATION,% PNC BANK NA,116 ALLEGHENY CENTER MALL P8YB3502L,PITTSBURGH,PA,15212,0000,92,3,1000,197012,0,00,928000000,2,12,202312,8,7,00,1,12,13493320.0,6738967.0,,,,Unknown,Large,Widener Memorial School Endowment Foundation,589548,897884,-34.34,967640,0.47,uncategorized,1023607,0.0,True,False
236205429,CROSBY M WRIGHT 3,% PNC BANK,116 ALLEGHENY CENTER MALL P8YB3502L,PITTSBURGH,PA,15212,0000,92,3,1000,200603,0,00,000000000,6,12,202312,3,3,00,1,12,86978.0,57032.0,,,,Unknown,Small,Crosby M Wright 3,4113,10073,-59.17,-3038,0.95,turbulent,111,0.0,False,True
236205433,CROSBY M WRIGHT,% PNC BANK,116 ALLEGHENY CENTER MALL P8YB3502L,PITTSBURGH,PA,15212,0000,92,0,1000,000000,0,00,000000000,0,12,202312,4,3,00,1,12,152100.0,97885.0,,,,Unknown,Small,Crosby M Wright,7059,16294,-56.68,-4297,0.77,turbulent,866,0.0,False,True
236205438,JOHN S FISHER FOR PEARL REITER,% PNC BANK,116 ALLEGHENY CENTER MALL P8YB3502L,PITTSBURGH,PA,15212,0000,92,3,1000,200603,0,00,000000000,6,12,202312,3,4,00,1,12,88159.0,127452.0,,,,Unknown,Small,John S Fisher For Pearl Reiter,3720,8690,-57.19,-2615,0.76,turbulent,202,0.0,False,True
236205505,J E BARBEY 8 TENACRE FOUNDATION,% PNC BANK N A,116 ALLEGHENY CENTER MALL P8YB3502L,PITTSBURGH,PA,15212,0000,03,3,1000,201909,1,04,000000000,2,01,202312,5,8,00,1,12,824749.0,38065169.0,,T22,,Philanthropy & Foundations,Major,J E Barbey 8 Tenacre Foundation,67301683,43345386,55.27,4094133,0.41,strong_momentum_up,68931213,0.0,True,False
236205570,JOHN S FISHER 6,% PNC BANK,116 ALLEGHENY CENTER MALL P8YB3502L,PITTSBURGH,PA,15212,0000,92,0,1000,000000,0,00,000000000,0,12,202312,4,4,00,1,12,357832.0,223744.0,,,,Unknown,Small,John S Fisher 6,15934,33259,-52.09,-12115,0.66,turbulent,-398,,False,True
236205571,JOHN S FISHER 7 ST JOHNS E L CH,% PNC BANK,116 ALLEGHENY CENTER MALL P8YB3502L,PITTSBURGH,PA,15212,0000,03,3,1000,200604,0,04,000000000,6,01,202312,4,3,00,1,12,139108.0,92857.0,,,P N C BANK NA,Unknown,Small,John S Fisher 7 St Johns E L Ch,6794,15866,-57.17,-4596,0.68,turbulent,343,0.0,False,True
236205592,WILLIAM LINCOLN GLATFELTER 25,% PNC BANK NA,116 ALLEGHENY CENTER MALL P8YB3502L,PITTSBURGH,PA,15212,0000,92,0,1000,000000,0,00,000000000,0,12,202312,3,1,00,1,12,57456.0,8417.0,,,,Unknown,Micro,William Lincoln Glatfelter 25,3903,4251,-8.19,719,0.35,weak_down,3454,0.0,False,False
236205593,SAMUEL KILPATRICK 3,% PNC BANK NA,116 ALLEGHENY CENTER MALL P8YB3502L,PITTSBURGH,PA,15212,0000,92,3,1000,200602,0,00,000000000,6,12,202312,6,6,00,1,12,2308610.0,1538845.0,,,,Unknown,Large,Samuel Kilpatrick 3,108038,229477,-52.92,-84334,0.69,turbulent,-3538,,False,True
236205598,JOSEPH V KUDIRKA,% PNC BANK,116 ALLEGHENY CENTER MALL P8YB3502L,PITTSBURGH,PA,15212,0000,03,3,1000,193803,1,04,059000000,2,01,202312,5,4,00,1,12,660836.0,455264.0,,,,Unknown,Medium,Joseph V Kudirka,30470,65340,-53.37,-14302,0.67,turbulent,6822,0.0,False,True
236205612,WILLIAM G SANDY JR,% PNC BANK,116 ALLEGHENY CENTER MALL P8YB3502L,PITTSBURGH,PA,15212,0000,92,3,1000,200602,0,00,000000000,6,12,202312,6,6,00,1,12,1648244.0,1064356.0,,,,Unknown,Large,William G Sandy Jr,70938,148797,-52.33,-50530,0.87,turbulent,723,0.0,False,True
236205614,HANNAH LEWIS SCOTT 5,% PNC BANK N A,116 ALLEGHENY CENTER MALL P8YB3502L,PITTSBURGH,PA,15212,0000,92,3,1000,200603,0,00,000000000,6,12,202312,7,7,00,1,12,8095329.0,5483150.0,,,,Unknown,Large,Hannah Lewis Scott 5,1219449,577650,111.11,1591646,0.72,turbulent,2071665,0.0,True,True
236205667,ANNA WILLIAMS DREER,% PNC BANK,116 ALLEGHENY CENTER MALL P8YB3502L,PITTSBURGH,PA,15212,0000,92,3,1000,200603,0,00,000000000,6,12,202312,4,4,00,1,12,183136.0,123551.0,,,,Unknown,Small,Anna Williams Dreer,8603,18814,-54.27,-5729,1.19,turbulent,470,0.0,False,True
236205830,EMILIE J KLAHR NO 2 TESTAMENTARY TRUST,% PNC BANK,116 ALLEGHENY CENTER MALL P8YB3502L,PITTSBURGH,PA,15212,0000,03,3,1000,194407,1,04,150922179,2,12,202312,7,6,00,1,12,7075349.0,4803962.0,,E120,,Health,Large,Emilie J Klahr No 2 Testamentary Trust,327894,338620,-3.17,255556,0.78,turbulent,245801,0.0,True,True
236205834,RACHEL MCN ZIMMERMAN TRUST 68366,% PROVIDENT NATL BK,116 ALLEGHENY CENTER MALL P8YB3502L,PITTSBURGH,PA,15212,0000,92,3,1000,200602,0,00,928000000,6,12,202312,5,4,00,1,12,738770.0,489485.0,,,,Unknown,Medium,Rachel Mcn Zimmerman Trust 68366,33327,69428,-52.0,-25323,0.74,turbulent,-76,,False,True
236205836,GEORGE ELKINS FOR ABINGTON HOSPITAL,% PNC BANK,500 1ST AVE,PITTSBURGH,PA,15219,0000,92,3,1000,200601,0,00,928000000,6,12,202408,7,6,00,1,08,6214961.0,2048236.0,,,MEMORIAL HOSPITAL,Unknown,Large,George Elkins For Abington Hospital,463969,700283,-33.75,428704,0.57,turbulent,515900,0.0,True,True
