EIN,NAME,ICO,STREET,CITY,STATE,ZIP,GROUP,SUBSECTION,AFFILIATION,CLASSIFICATION,RULING,DEDUCTIBILITY,FOUNDATION,ACTIVITY,ORGANIZATION,STATUS,TAX_PERIOD,ASSET_CD,INCOME_CD,FILING_REQ_CD,PF_FILING_REQ_CD,ACCT_PD,ASSET_AMT,INCOME_AMT,REVENUE_AMT,NTEE_CD,SORT_NAME
237394294,EASTERN AREA PREHOSPITAL SERVICES,,192 11TH ST,TURTLE CREEK,PA,15145,0000,03,3,1000,200509,1,16,158000000,1,01,202312,4,6,01,0,12,493681,2642668,2641909,E62,
237394576,VINTAGE,,421 N HIGHLAND AVE,PITTSBURGH,PA,15206,0000,03,3,2000,197408,1,16,575149000,1,01,202406,6,6,01,0,06,3031534,1430797,1424827,P81Z,
237398683,PITTSBURGH PUBLIC THEATER CORPORATION,,621 PENN AVE,PITTSBURGH,PA,15222,0000,03,3,2000,197409,1,15,088090000,1,01,202308,8,7,01,0,08,13144593,6208570,6045496,A650,
237401645,AMERICAN CHEMICAL SOCIETY,% DR NIHARIKA K BOTCHA,139 EDGEWOOD AVE APT 109,PITTSBURGH,PA,15218,0945,03,9,2800,194605,1,16,059120061,5,01,202312,4,3,01,0,12,498511,54612,54612,,PITTSBURGH SECTION
237404370,WESTERN PENNSYLVANIA GENEALOGICAL SOCIETY,,4400 FORBES AVE,PITTSBURGH,PA,15213,0000,03,3,2000,197410,1,16,094000000,1,01,202406,4,3,01,0,06,140221,63943,62124,A83Z,
237404513,INSTITUTE OF INTERNAL AUDITORS,% JESSICA MILLER,PO BOX 2555,PITTSBURGH,PA,15230,8620,06,9,2000,199201,2,00,205000000,1,01,202405,4,3,01,0,05,113661,89486,89486,,PITTSBURGH CHAPTER
237404753,PENNSYLVANIA DIVISION OF INTL ASSN FOR IDENTIFICATION,% JASON R CLARK,1000 ROSS MUNICIPAL RD,PITTSBURGH,PA,15237,0000,06,3,2000,197503,2,00,998000000,5,01,202306,0,0,02,0,06,0,0,0,,
237404787,MONROEVILLE VOL FIRE COMPANY NO 5 & RELIEF ASSN OF MONROEVILLE PA,,100 SECO RD,MONROEVILLE,PA,15146,0000,03,3,1000,201907,1,16,407158000,1,01,202312,6,5,01,0,12,1183542,669108,669108,M24,
237404852,SHALER AREA BAND PARENTS ASSN SHALER AREA HIGH SCHOOL,% CRAIG M BENNIE,2915 KENNEDY HEIGHTS DR,ALLISON PARK,PA,15101,0000,03,3,1000,197506,1,16,035000000,5,01,202406,0,0,02,0,06,0,0,0,B25I,
237407933,PEOPLES OAKLAND INC,,3433 BATES STREET,PITTSBURGH,PA,15213,0000,03,3,1000,197609,1,15,400402000,1,01,202306,5,5,01,0,06,782966,681326,666157,F99Z,
237408539,ROTARY CLUB OF CRAFTON-INGRAM,,PO BOX 44007,PITTSBURGH,PA,15205,0000,04,3,3000,201509,2,00,520349200,5,01,202406,0,0,02,0,06,0,0,0,,
237409379,SWEET ADELINES INTERNATIONAL,% LOIS TRELOAR,522 CARNOT RD,MOON TWP,PA,15108,1321,03,9,2000,195510,1,16,119059000,5,01,202404,0,0,02,0,04,0,0,0,A6B0,1707 SOUNDS OF PITTSBURG CHAPTER
237410581,ASSOCIATION OF AMERICAN CANCER INSTITUTES,% DR EDWIN MIRAND,3708 5TH AVE STE 503,PITTSBURGH,PA,15213,0000,03,3,2800,197507,1,16,161123000,1,01,202312,7,6,01,0,12,5533137,2613988,2613988,G30A,
237411025,PENNSYLVANIA FACULTY HEALTH AND WELFARE FUND,% ACA INC,60 BLVD OF THE ALLIES 5TH FLOOR,PITTSBURGH,PA,15222,0000,09,3,1000,198706,2,00,264265000,2,01,202406,7,7,01,0,06,8700352,5074891,5074891,,
237411758,CLARK MEMORIAL BAPTIST CHURCH,% ANTHONY MCCLELLAND,1301 GLENN ST,HOMESTEAD,PA,15120,0000,03,3,7000,201408,1,10,000000000,1,01,,0,0,06,0,12,,,,X21,
237411912,GARDEN CLUB FEDERATION OF PENNSYLVANIA,% PATTY FEDEN,156 BAKER DR,PLEASANT HLS,PA,15236,4352,03,9,1000,200410,1,16,000000000,5,01,202404,0,0,02,0,04,0,0,0,,PLEASANT HILLS GARDEN CLUB
237413242,MOUNT LEBANON TOWNSHIP POLICE ASSOCIATION INC,,555 WASHINGTON ROAD B,MT LEBANON,PA,15228,0000,03,3,1000,201409,1,16,262319408,1,01,202403,3,3,01,0,03,66449,82852,82852,W99,
237416513,SUMMIT HOSE COMPANY OF THE THIRD WARD,,321 W 7TH AVE,TARENTUM,PA,15084,0000,04,3,3000,197908,2,00,407000000,1,01,202312,3,3,01,0,12,76366,75612,43652,,SUMMIT HOSE COMPANY
237417417,MONROEVILLE VOLUNTEER FIRE COMPANY 4,,4370 NORTHERN PIKE,MONROEVILLE,PA,15146,0000,03,3,1000,200803,1,16,407000000,1,01,202412,6,6,01,0,12,3368587,3319447,3319447,M24,4
237418046,V E & BETTY PHILLIPS SCHOLARSHIP FUND NECT,% PNC BANK NA,500 1ST AVE,PITTSBURGH,PA,15219,0000,03,3,1000,200909,1,04,909000000,5,01,202404,5,4,00,1,04,890794,263265,,B82,
237418647,GREENOCK UNITED METHODIST CHURCH,,1213 GREENOCK BUENA VISTA RD,MCKEESPORT,PA,15135,2573,03,9,7000,197410,0,10,001919000,5,01,201312,0,0,06,0,12,,,,,
237418950,SOUTHWESTERN PENNSYLVANIA ASSOCIATION OF OCCUPATIONAL HEALTH,% PAULETTE NITKIEWICZ,8232 VAN BUREN DR,PITTSBURGH,PA,15237,0000,06,3,2000,201510,2,00,205149000,5,01,202412,1,1,02,0,12,6301,120,120,E039,
237419238,PHI GAMMA DELTA FRATERNITY,% DOUGLAS D MITCHELL,135 DRAKE RD,PITTSBURGH,PA,15241,0204,07,9,1000,194011,2,00,032000000,5,01,202406,0,0,02,0,06,0,0,0,,PITTSBURGH GRADUATE CHAPTER
237419289,SHADYSIDE ACTION COALITION,,711 FILBERT ST,PITTSBURGH,PA,15232,0000,03,3,1000,197412,1,15,400402000,1,01,202403,0,0,02,0,03,0,0,0,,
237422223,AMERICAN FEDERATION OF TEACHERS,% ALLEN RENFRO,45 ELIZABETH ST,MOUNT OLIVER,PA,15210,0787,05,9,3000,196711,2,00,263264279,5,01,202312,4,3,01,0,12,236321,57087,57087,,3412 ROBERT MORRIS COLLEGE FACULTY
237423080,QUAILL DISTRICT FIREMENS ASSOCIATION,,50 GASS RD,PITTSBURGH,PA,15229,0000,04,3,1000,200912,1,00,000000000,1,01,202312,5,4,01,0,12,784280,336290,118707,M24,
237423500,BNY MELLON FOUNDATION OF SOUTHWESTERN PENNSYLVANIA,% BNY MELLON NA TTEE,PO BOX 185,PITTSBURGH,PA,15230,0000,03,3,1000,197501,1,04,602000000,1,01,202312,9,8,00,1,12,82760343,40435770,,,
237425435,VIGILANT HOSE COMPANY NO 1 OF PORT VUE PA,,1800 ROMINE AVE,MCKEESPORT,PA,15133,0000,04,3,3000,197506,1,00,407000000,5,01,202312,4,4,01,0,12,482584,213981,176455,,
237428289,PARK VOLUNTEER FIRE COMPANY NO 4,,PO BOX 3004,MUNHALL,PA,15120,0000,04,3,3000,197501,1,00,407000000,1,01,202312,4,3,01,0,12,305947,53103,43565,,
237429332,LORAINE C PIERCE 2 63354,% PNC BANK,116 ALLEGHENY CENTER MALL P8YB3502L,PITTSBURGH,PA,15212,0000,03,3,1000,200603,0,04,928000000,6,12,202312,6,5,00,1,12,1119468,725917,,,
237431915,INGRAM COMMUNITY EMERGENCY AMBULANCE SERVICE INC,,35 STOWE ST,PITTSBURGH,PA,15205,0000,03,3,7000,200004,1,16,000000000,1,01,202407,4,1,02,0,07,137680,60,60,E62,
237433645,PITTSBURGH TOY LENDING LIBRARY,% NICOLE ADAMS,5401 CENTRE AVE REAR,PITTSBURGH,PA,15232,0000,03,3,1200,197503,1,15,061149000,1,01,202407,0,0,02,0,07,0,0,0,,
237437764,ROSARY SOCIETY OF ST CYPRIAN-MARY IMMACULATE R C CHURCH,,SUISMAN & MIDDLE STS,PITTSBURGH,PA,15212,0928,03,9,1270,194603,1,10,001000000,5,01,,0,0,06,0,12,,,,,
237439424,ST AUGUSTINE PLAZA INC,,230 36TH ST,PITTSBURGH,PA,15201,0000,03,3,1000,197704,1,15,380000000,1,01,202312,6,6,01,0,12,3158316,1050839,1050839,,
237441825,ORGANIZATION OF CHINESE AMERICANS INC,% MARIAN LIEN,PO BOX 81014,PITTSBURGH,PA,15217,2616,03,9,1200,197504,1,15,431119090,5,01,202212,0,0,02,0,12,0,0,0,A230,PITTSBURGH CHAPTER
237442308,PITTSBURGH TAX CLUB,% C/O REID P MEYER,1227 S BRADDOCK AVE,PITTSBURGH,PA,15218,0000,06,3,2000,197503,2,00,205000000,5,01,202406,0,0,02,0,06,0,0,0,,
237444864,MALCOLM M PRINE WPFOA SCHOLARSHIP FUND,% MARGARET JOY,535 SMITHFIELD ST STE 630,PITTSBURGH,PA,15222,0000,03,3,2000,201410,1,04,040000000,1,01,202312,4,2,00,1,12,371890,15920,,T20,
237447953,MANCHESTER YOUTH DEVELOPMENT CENTER INC,,1214 LIVERPOOL ST,PITTSBURGH,PA,15233,0000,03,3,2100,197504,1,11,429000000,1,01,202306,6,6,01,0,06,2527361,2085364,1283634,B200,
237447963,FAITH BIBLE BAPTIST CHURCH OF WILKINS TOWNSHIP,,150 CURRY ST,TURTLE CREEK,PA,15145,0000,03,3,7000,197505,1,10,001006007,1,01,201312,0,0,06,0,12,,,,,
237501180,NATIONAL SLOVAK SOCIETY OF THE USA,% JOSEPH PALKO,3453 BENCH DR,PITTSBURGH,PA,15236,0465,08,9,1000,197211,1,00,265000000,5,01,202412,0,0,02,0,12,0,0,0,,0108 ASSEMBLY
237501225,NATIONAL SLOVAK SOCIETY OF THE USA,% LORRAINE CROWLEY,579 IRWIN RUN ROAD,WEST MIFFLIN,PA,15122,0465,08,9,1000,197211,1,00,265000000,5,01,202412,0,0,02,0,12,0,0,0,,0441 ASSEMBLY
237504878,CROATIAN FRATERNAL UNION OF AMERICA,% ERNESTINE MARA SRDOC,100 DELANEY DR,PITTSBURGH,PA,15235,0399,08,9,1000,197211,1,00,319000000,5,01,202312,0,0,02,0,12,0,0,0,,982 LODGE MIAMI
237504882,CROATIAN FRATERNAL UNION OF AMERICA,% JOY PEJKOVICH,100 DELANEY DR,PITTSBURGH,PA,15235,0399,08,9,1000,197211,1,00,319000000,5,01,202212,0,0,02,0,12,0,0,0,,LODGE 9-99 NEST NAPREDAK
237504950,CROATIAN FRATERNAL UNION OF AMERICA,% MARY ANN LEPORTE,100 DELANEY DR,PITTSBURGH,PA,15235,0399,08,9,1000,197209,1,00,319000000,5,01,202112,0,0,02,0,12,0,0,0,,LODGE-64 MIR MEDJU NAMA
237504985,CROATIAN FRATERNAL UNION OF AMERICA,,100 DELANEY DR,PITTSBURGH,PA,15235,0399,08,9,1000,197209,1,00,319000000,5,01,202312,0,0,02,0,12,0,0,0,,717 LODGE ONYX
237505044,CROATIAN FRATERNAL UNION OF AMERICA,% MARICA POPOVIC,100 DELANEY DR,PITTSBURGH,PA,15235,0399,08,9,1000,197209,1,00,319000000,5,01,202212,0,0,02,0,12,0,0,0,,47 LODGE ST NICHOLAS
237505057,CROATIAN FRATERNAL UNION OF AMERICA,% ALICE PITCHER,100 DELANEY DR,PITTSBURGH,PA,15235,0399,08,9,1000,197209,1,00,319000000,5,01,202312,0,0,02,0,12,0,0,0,,472 LODGE MATIJA GUBEC
237505059,CROATIAN FRATERNAL UNION OF AMERICA,% JOANN INGRAM,100 DELANEY DR,PITTSBURGH,PA,15235,0399,08,9,1000,197209,1,00,319000000,5,01,202312,0,0,02,0,12,0,0,0,,514 LODGE SV ANA
237505081,CROATIAN FRATERNAL UNION OF AMERICA,% BERNICE YANZETICH,911 BELLEVIEW ST,MCKEESPORT,PA,15132,0399,03,9,1000,197209,1,15,319000000,5,01,202312,0,0,02,0,12,0,0,0,,3 LODGE SACRED HEART OF JESUS
237505082,CROATIAN FRATERNAL UNION OF AMERICA,% LORI D ABRAMOVIC,5 CREST DR,PITTSBURGH,PA,15215,0399,03,9,1000,197209,1,15,319000000,5,01,202312,0,0,02,0,12,0,0,0,,LODGE-4 GUARDIAN ANGEL
237505084,CROATIAN FRATERNAL UNION OF AMERICA,% C/O JOANN ZIDANIC,937 LACLAIR ST,PITTSBURGH,PA,15218,0399,08,9,1000,197209,1,00,319000000,5,01,202312,0,0,02,0,12,0,0,0,,LODGE-6 ST NICHOLAS
237505093,CROATIAN FRATERNAL UNION OF AMERICA,% DENNIS LANE,386 EDWOOD CT,PITTSBURGH,PA,15237,0399,08,9,1000,194104,1,00,319000000,5,01,202312,0,0,02,0,12,0,0,0,,34 LODGE SLOBODA
237505171,CROATIAN FRATERNAL UNION OF AMERICA,% MARY LESH,100 DELANEY DR,PITTSBURGH,PA,15235,0399,08,9,1000,197211,1,00,319000000,5,01,202312,0,0,02,0,12,0,0,0,,LODGE-669 SLOZNA BRACA
237505207,CROATIAN FRATERNAL UNION OF AMERICA,,100 DELANEY DR,PITTSBURGH,PA,15235,0399,08,9,1000,197211,1,00,319000000,5,01,202312,0,0,02,0,12,0,0,0,,LODGE-488 SLOGA SLAVENA
237505229,CROATIAN FRATERNAL UNION OF AMERICA,% CAROL A TOMLANOVICH,100 DELANEY DR,PITTSBURGH,PA,15235,0399,08,9,1000,197211,1,00,319000000,5,01,202112,0,0,02,0,12,0,0,0,,LODGE-639 HRV POLJODJELAC
237507946,INTERNATIONAL ORDER OF THE RAINBOW GIRLS,% ELIZABETH MARSHALL,26 GLENBROOK DR,PITTSBURGH,PA,15235,5329,03,9,1000,197211,1,15,036279000,5,01,202412,0,0,02,0,12,0,0,0,,157 OHIO VALLEY ASSEMBLY
237521441,UNIVERSAL CHAPTER 856 WOMEN OF THE MOOSE,% C/O DONNA COHEN,2421 MAIN ST,PITTSBURGH,PA,15235,0002,08,9,1000,197209,1,00,036030382,5,01,202404,0,0,02,0,04,0,0,0,,856
237522952,SLOVAK CATHOLIC SOKOL 179,% MICHELLE WHEATLEY SHOGAN,1023 WOLFE AVE,BRADDOCK,PA,15104,0858,08,9,1000,197209,1,00,036265298,5,01,202412,0,0,02,0,12,0,0,0,,
237523016,SLOVAK CATHOLIC SOKOL 16,% MR ALBERT SUESS JR,3013 MEADOWVUE DR,PITTSBURGH,PA,15227,0858,08,9,1000,197209,1,00,036265298,5,01,202412,0,0,02,0,12,0,0,0,,16
237523028,SLOVAK CATHOLIC SOKOL,% MARY M CMAR,5000 ASPEN ST,WEST MIFFLIN,PA,15122,0858,04,9,1000,197209,1,00,036265298,5,01,202412,0,0,02,0,12,0,0,0,,295
237523055,SLOVAK CATHOLIC SOKOL,% DOLORES E LUTZ,4810 GARDENVILLE RD,PITTSBURGH,PA,15236,0858,04,9,1000,197209,1,00,036265298,5,01,202412,0,0,02,0,12,0,0,0,,22
237524317,SLOVENE NATIONAL BENEFIT SOCIETY,% SHELLY BOTWRIGHT,263 MOODY RD,IMPERIAL,PA,15126,0114,08,9,1000,197211,1,00,040279265,5,01,202312,0,0,02,0,12,0,0,0,,106
237524366,SLOVENE NATIONAL BENEFIT SOCIETY 190,% DOLORES YAKICIC,247 W ALLEGHENY RD,IMPERIAL,PA,15126,0114,08,9,1000,197211,1,00,040279265,5,01,202312,0,0,02,0,12,0,0,0,,0190
237524386,SLOVENE NATIONAL BENEFIT SOCIETY,% SYLVIA K PROVENZA,515 NORTH AVE,VERONA,PA,15147,0114,08,9,1000,197211,1,00,040279265,5,01,202312,0,0,02,0,12,0,0,0,,0216
237524412,SLOVENE NATIONAL BENEFIT SOCIETY 254,% DONNA NAUGLE,247 W ALLEGHENY RD,IMPERIAL,PA,15126,0114,08,9,1000,197211,1,00,040279265,5,01,202312,0,0,02,0,12,0,0,0,,0254
237524598,SLOVENE NATIONAL BENEFIT SOCIETY 614,% LINDA MATAS,247 W ALLEGHENY RD,IMPERIAL,PA,15126,0114,08,9,1000,197210,1,00,040279265,5,01,202312,0,0,02,0,12,0,0,0,,0614
237524605,SLOVENE NATIONAL BENEFIT SOCIETY 629,% DAWN KLASNICK,360 FOSTER RD,N VERSAILLES,PA,15137,0114,08,9,1000,197210,1,00,040279265,5,01,202312,0,0,02,0,12,0,0,0,,0629
237524616,SLOVENE NATIONAL BENEFIT SOCIETY 665,% SHARON UJCICH,381 F ST,PITTSBURGH,PA,15209,0114,08,9,1000,197210,1,00,040279265,5,01,202312,0,0,02,0,12,0,0,0,,0665
237525492,POLISH FALCONS OF AMERICA,,228 IGNATIUS AVE,CARNEGIE,PA,15106,0267,08,9,1000,194012,1,00,319325211,5,01,202312,4,4,01,0,12,262152,322377,162468,,77
237525503,POLISH FALCONS OF AMERICA,% NEST 118,1315 BREED ST,PITTSBURGH,PA,15203,0267,08,9,1000,194012,1,00,319325211,5,01,202312,0,0,02,0,12,0,0,0,,118 NEST
237525602,POLISH FALCONS OF AMERICA,% DISTRICT 4,4800 BARONE DR,PITTSBURGH,PA,15227,0267,08,9,1000,194012,1,00,319325211,5,01,202312,0,0,02,0,12,0,0,0,,4 DISTRICT
237532301,SAHARA COURT 9,,1117 WOOD ST,WILKINSBURG,PA,15221,0000,08,3,1000,202408,1,00,279265000,5,01,,0,0,02,0,12,,,,Y41,
237532667,KNIGHTS OF THE YORK CROSS OF HONOUR CONVENT GENERAL,% DONALD C WOBB,3579 MASONIC WAY,PITTSBURGH,PA,15237,1780,08,9,1000,197210,1,00,036279265,5,01,202412,0,0,02,0,12,0,0,0,,26 KEYSTONE PRIORY
237535560,MYSTIC ORDER OF VEILED PROPHETS OF ENCHANTED REALM,% MICHAEL A KARKALLA,3579 MASONIC WAY,PITTSBURGH,PA,15237,0187,08,9,1000,197210,1,00,036000000,5,01,202412,0,0,02,0,12,0,0,0,,ISLAM GROTTO
237535778,SONS OF ITALY IN AMERICA,% SANDRA J CRAPIS,432 DIVISION STREET,SEWICKLEY,PA,15143,3610,08,9,1000,197210,2,00,036279265,5,01,202412,0,0,02,0,12,0,0,0,,1277 NICOLA MISASI
237536440,GOLDEN STAR & CHAIN INC,% DELBERT HOWZIE,142 LISA DR,VERONA,PA,15147,1056,08,9,1000,194808,1,00,036319482,5,01,202412,0,0,02,0,12,0,0,0,,2 SAHARA TEMPLE
237538879,WILLIAM PENN ASSOCIATION,% BRANCH 1 BRIDGEPORT CT,709 BRIGHTON RD,PITTSBURGH,PA,15233,1088,08,9,1000,197210,1,00,265211000,5,01,202412,0,0,02,0,12,0,0,0,,BRANCH 1 BRIDGEPORT CT
237538884,WILLIAM PENN ASSOCIATION,% BRANCH 14 CLEVELAND OH,709 BRIGHTON RD,PITTSBURGH,PA,15233,1088,08,9,1000,197210,1,00,265211000,5,01,202412,0,0,02,0,12,0,0,0,,BRANCH 14 CLEVELAND OH
237538885,WILLIAM PENN ASSOCIATION,% BRANCH 15 CHICAGO IL,709 BRIGHTON RD,PITTSBURGH,PA,15233,1088,08,9,1000,197210,1,00,265211000,5,01,202412,0,0,02,0,12,0,0,0,,BRANCH 15 CHICAGO IL
237538888,WILLIAM PENN ASSOCIATION,% BRANCH 18 LINCOLN PARK MI,709 BRIGHTON RD,PITTSBURGH,PA,15233,1088,08,9,1000,197210,1,00,265211000,5,01,202412,0,0,02,0,12,0,0,0,,BRANCH 18 LINCOLN PARK MI
237538889,WILLIAM PENN ASSOCIATION,% BRANCH 19 NEW BRUNSWICK NJ,709 BRIGHTON RD,PITTSBURGH,PA,15233,1088,08,9,1000,197210,1,00,265211000,5,01,202412,0,0,02,0,12,0,0,0,,BRANCH 19 NEW BRUNSWICK NJ
237538891,WILLIAM PENN ASSOCIATION,% BRANCH 23 POCAHANTAS VA,709 BRIGHTON RD,PITTSBURGH,PA,15233,1088,08,9,1000,197210,1,00,265211000,5,01,202412,0,0,02,0,12,0,0,0,,BRANCH 23 POCAHONTAS VA
237538894,WILLIAM PENN ASSOCIATION,% BRANCH 26 SHARON PA,709 BRIGHTON RD,PITTSBURGH,PA,15233,1088,08,9,1000,197210,1,00,265211000,5,01,202412,0,0,02,0,12,0,0,0,,BRANCH 26 SHARON PA
237538895,WILLIAM PENN ASSOCIATION,% BRANCH 27 TOLEDO OH,709 BRIGHTON RD,PITTSBURGH,PA,15233,1088,08,9,1000,197210,1,00,265211000,5,01,202412,0,0,02,0,12,0,0,0,,BRANCH 27 TOLEDO OH
237538896,WILLIAM PENN ASSOCIATION,% BRANCH 28 YOUNGSTOWN OH,709 BRIGHTON RD,PITTSBURGH,PA,15233,1088,08,9,1000,197210,1,00,265211000,5,01,202412,0,0,02,0,12,0,0,0,,BRANCH 28 YOUNGSTOWN OH
237538899,WILLIAM PENN ASSOCIATION,% BRANCH 34 PITTSBURGH PA,709 BRIGHTON RD,PITTSBURGH,PA,15233,1088,08,9,1000,197210,1,00,265211000,5,01,202412,0,0,02,0,12,0,0,0,,BRANCH 34 PITTSBURGH PA
237538905,WILLIAM PENN ASSOCIATION,% BRANCH 44 AKRON OH,709 BRIGHTON RD,PITTSBURGH,PA,15233,1088,08,9,1000,197210,1,00,265211000,5,01,202412,0,0,02,0,12,0,0,0,,BRANCH 44 AKRON OH
237538907,WILLIAM PENN ASSOCIATION,% BRANCH 48 NEW YORK NY,709 BRIGHTON RD,PITTSBURGH,PA,15233,1088,08,9,1000,197210,1,00,265211000,5,01,202412,0,0,02,0,12,0,0,0,,BRANCH 48 NEW YORK NY
237538909,WILLIAM PENN ASSOCIATION,% BRANCH 51 PASSAIC NJ,709 BRIGHTON RD,PITTSBURGH,PA,15233,1088,08,9,1000,197210,1,00,265211000,5,01,202412,0,0,02,0,12,0,0,0,,BRANCH 51 PASSAIC NJ
237538917,WILLIAM PENN ASSOCIATION,% BRANCH 76 PHILADELPHIA PA,709 BRIGHTON RD,PITTSBURGH,PA,15233,1088,08,9,1000,197210,1,00,265211000,5,01,202412,0,0,02,0,12,0,0,0,,BRANCH 76 PHILADELPHIA PA
237538921,WILLIAM PENN ASSOCIATION,% BRANCH 89 HOMESTEAD PA,709 BRIGHTON RD,PITTSBURGH,PA,15233,1088,08,9,1000,197210,1,00,265211000,5,01,202412,0,0,02,0,12,0,0,0,,BRANCH 89 HOMESTEAD PA
237538926,WILLIAM PENN ASSOCIATION,% BRANCH 129 COLUMBUS OH,709 BRIGHTON RD,PITTSBURGH,PA,15233,1088,08,9,1000,197210,1,00,265211000,5,01,202412,0,0,02,0,12,0,0,0,,BRANCH 129 COLUMBUS OH
237538928,WILLIAM PENN ASSOCIATION,% BRANCH 132 SOUTH BEND IN,709 BRIGHTON RD,PITTSBURGH,PA,15233,1088,08,9,1000,195005,1,00,265211000,1,01,202412,0,0,02,0,12,0,0,0,,BRANCH 132 SOUTH BEND IN
237538932,WILLIAM PENN ASSOCIATION,% BRANCH 159 PHOENIXVILLE PA,709 BRIGHTON RD,PITTSBURGH,PA,15233,1088,08,9,1000,197210,1,00,265211000,5,01,202312,0,0,02,0,12,0,0,0,,BRANCH 159 PHOENIXVILLE PA
237538940,WILLIAM PENN ASSOCIATION,% BRANCH 216 NORTHAMPTON PA,709 BRIGHTON RD,PITTSBURGH,PA,15233,1088,08,9,1000,197210,1,00,265211000,5,01,202412,0,0,02,0,12,0,0,0,,216 BRANCH NORTHAMPTON PA
237538942,WILLIAM PENN ASSOCIATION,% BRANCH 226 MCKEESPORT PA,709 BRIGHTON RD,PITTSBURGH,PA,15233,1088,08,9,1000,197210,1,00,265211000,5,01,202412,0,0,02,0,12,0,0,0,,226 BRANCH MCKEESPORT PA
237538945,WILLIAM PENN ASSOCIATION,% BRANCH 249 DAYTON OH,709 BRIGHTON RD,PITTSBURGH,PA,15233,1088,08,9,1000,197210,1,00,265211000,5,01,202412,0,0,02,0,12,0,0,0,,BRANCH 249 DAYTON OH
237538948,WILLIAM PENN ASSOCIATION,% BRANCH 278 OMAHA NE,709 BRIGHTON RD,PITTSBURGH,PA,15233,1088,08,9,1000,197210,1,00,265211000,5,01,202412,0,0,02,0,12,0,0,0,,BRANCH 278 OMAHA NE
237538949,WILLIAM PENN ASSOCIATION,% BRANCH 296 SPRINGDALE PA,709 BRIGHTON RD,PITTSBURGH,PA,15233,1088,08,9,1000,197210,1,00,265211000,5,01,202412,0,0,02,0,12,0,0,0,,BRANCH 296 SPRINGDALE PA
237538951,WILLIAM PENN ASSOCIATION,% BRANCH 310 LYNCH KY,709 BRIGHTON RD,PITTSBURGH,PA,15233,1088,08,9,1000,197210,1,00,265211000,5,01,202412,0,0,02,0,12,0,0,0,,BRANCH 310 LYNCH KY
237538952,WILLIAM PENN ASSOCIATION,% BRANCH 336 HARRISBURG PA,709 BRIGHTON RD,PITTSBURGH,PA,15233,1088,08,9,1000,197210,1,00,265211000,5,01,202412,0,0,02,0,12,0,0,0,,BRANCH 336 HARRISBURG PA
237538954,WILLIAM PENN ASSOCIATION,% BRANCH 349 WEIRTON WV,709 BRIGHTON RD,PITTSBURGH,PA,15233,1088,08,9,1000,197210,1,00,265211000,5,01,202412,0,0,02,0,12,0,0,0,,BRANCH 349 WEIRTON WV
237538955,WILLIAM PENN ASSOCIATION,% BRANCH 352 CORAOPOLIS PA,709 BRIGHTON RD,PITTSBURGH,PA,15233,1088,08,9,1000,197210,1,00,265211000,5,01,202412,0,0,02,0,12,0,0,0,,BRANCH 352 CORAOPOLIS PA
237538957,WILLIAM PENN ASSOCIATION,% BRANCH 383 BUFFALO NY,709 BRIGHTON RD,PITTSBURGH,PA,15233,1088,08,9,1000,197210,1,00,265211000,5,01,202412,0,0,02,0,12,0,0,0,,BRANCH 383 BUFFALO NY
237538960,WILLIAM PENN ASSOCIATION,% BRANCH 525 LOS ANGELES CA,709 BRIGHTON RD,PITTSBURGH,PA,15233,1088,08,9,1000,197210,1,00,265211000,5,01,202412,0,0,02,0,12,0,0,0,,525 BRANCH LOS ANGELES CA
237544927,KNIGHTS OF COLUMBUS,% MICHAEL WOLFE,PO BOX 544,BETHEL PARK,PA,15102,0188,08,9,1000,194010,1,00,036029265,5,01,202406,4,3,01,0,06,101871,78803,78803,,3084 SOUTH HILLS COUNCIL
237545007,KNIGHTS OF COLUMBUS,% MICHAEL P LYNCH,PO BOX 14031,PITTSBURGH,PA,15239,0188,08,9,1000,194010,1,00,036029265,5,01,202312,0,0,02,0,12,0,0,0,,HOLY FAMILY COUNCIL 4242
237545052,KNIGHTS OF COLUMBUS,% GIANNI FLORO FINANCIAL SECRETARY,200 WALNUT ST,SEWICKLEY,PA,15143,0188,08,9,1000,194010,1,00,036029265,5,01,202412,0,0,02,0,12,0,0,0,,5367 QUEEN OF PEACE COUNCIL
237577659,GREATER BENEFICIAL UNION OF PITTSBURGH,% PAUL WITTIG,4254 SAW MILL RUN BLVD,PITTSBURGH,PA,15227,0199,08,9,1000,197211,1,00,036279000,5,01,202312,0,0,02,0,12,0,0,0,,402
237577671,GREATER BENEFICIAL UNION OF PITTSBURGH,% MICHAEL WEISENBURG,4254 SAW MILL RUN BLVD,PITTSBURGH,PA,15227,0199,08,9,1000,197211,1,00,036279000,5,01,202312,0,0,02,0,12,0,0,0,,790
237577733,GREATER BENEFICIAL UNION OF PITTSBURGH,% DOUGLAS A ULRICH,4254 SAW MILL RUN BLVD,PITTSBURGH,PA,15227,0199,08,9,1000,194011,1,00,036279000,5,01,202312,0,0,02,0,12,0,0,0,,999
237577740,GREATER BENEFICIAL UNION OF PITTSBURGH,% DONNA BROPHY,5185 ELMWOOD DR,PITTSBURGH,PA,15227,0199,08,9,1000,197211,1,00,036279000,5,01,202312,0,0,02,0,12,0,0,0,,171
