EIN,ORG_NAME,REV_2019,REV_2020,REV_2021,REV_2022,REV_2023,CAGR,VOLATILITY,YEARS_UP,YEARS_DOWN,PEAK_YEAR,TROUGH_YEAR,REBOUND_RATE
250969468,Community Day School,7530744.0,7867153.0,8796822.0,7906997.0,,,541245.0,2,1,2021,2019,
250969472,Asbury Health Center,21726246.0,21451987.0,18448010.0,18663928.0,,,1756977.0,1,2,2019,2021,
250969497,Young Mens Christian Association Of Greater Pittsburgh,37889841.0,37683508.0,22183003.0,27846298.0,,,7728353.0,1,2,2019,2021,
250970623,Aspinwall Post Home Assn,100846.0,61252.0,89262.0,,,,20357.0,1,1,2019,2020,
250974305,John A Hermann Jr Memorial Art Museum,21770.0,41627.0,64992.0,25841.0,,,19594.0,2,1,2021,2019,
250974310,Little Sisters Of The Poor Of The State Of Pennsylvania,8958911.0,8996552.0,11260040.0,12507894.0,,,1753614.0,3,0,2022,2019,
250974311,Rebecca Residence,15357391.0,16491937.0,20665205.0,16833049.0,,,2306794.0,2,1,2021,2019,
250974324,Center For Hearing & Deaf Services Inc,3836164.0,3662476.0,3118230.0,3984072.0,,,378240.0,1,2,2022,2021,
250974327,Reformed Presbyterian Womans Assn,6398548.0,7219516.0,7023524.0,7235337.0,,,392463.0,2,1,2022,2019,
250977932,Medical Staff Of Mercy Hospital,345131.0,334856.0,348098.0,355243.0,,,8459.0,2,1,2022,2020,
250979384,Young Mens Christian Association Of The Sewickley Valley,5972771.0,5134393.0,7251355.0,7383154.0,,,1075587.0,2,1,2022,2020,
250983060,Kidsvoice,2319283.0,1347658.0,2108180.0,1762420.0,3130447.0,(7.79+0j),667890.0,2,2,2023,2020,132.29
250983144,Rotary International,41093.0,21570.0,9847.0,,,,15784.0,0,2,2019,2021,
250984596,Catholic Youth Assoc Of Pittsburgh,2197190.0,1781015.0,1709061.0,1883385.0,,,215250.0,1,2,2019,2021,
250984606,Holy Family Institute,17232461.0,20387697.0,23440748.0,31154933.0,,,5965852.0,3,0,2022,2019,
250985768,Monroeville Volunteer Fire Co No 3,105086.0,115305.0,179932.0,143152.0,,,33492.0,2,1,2021,2019,
250986052,Pittsburgh Symphony Inc,36545841.0,44898626.0,30739984.0,35674466.0,,,5874647.0,2,1,2020,2021,
250987251,Tuesday Musical Club,111219.0,91645.0,101446.0,120150.0,110639.0,(-0.13+0j),10846.0,2,2,2022,2020,20.73
250987252,Community Living And Support Services Inc,11331973.0,10575358.0,9605245.0,11451985.0,,,850906.0,1,2,2022,2021,
250989820,John H Wright Etal Trust Fbo Lucille Wright Etal,1395600.0,1386760.0,4064976.0,2533593.0,,,1266684.0,1,2,2021,2020,
250990580,Adath Jeshurun Cemetery,204904.0,99558.0,212621.0,140626.0,,,53961.0,1,2,2021,2020,
250992795,Western Pennsylvania Golf Association,951785.0,903941.0,1121083.0,1166956.0,,,127698.0,2,1,2022,2020,
250993821,Wilkins Twp Volunteer Fire Co 1,96868.0,200844.0,245140.0,108237.0,,,71999.0,2,1,2021,2019,
250994648,Iron Workers Welfare Plan Of Western Pennsylvania,34863313.0,24274431.0,26221792.0,26325281.0,,,4723233.0,2,1,2019,2020,
250994888,Sheetmetal Workers Local 12,20484227.0,19737386.0,19934211.0,20126002.0,,,318219.0,2,1,2019,2020,
250998173,Cc Mellor Memorial Library & Edgewood Community House,452932.0,472622.0,533957.0,503957.0,,,35590.0,2,1,2021,2019,
250999480,Veterans Of Foreign Wars Auxiliary,,187387.0,410476.0,443789.0,,,139416.0,2,0,2022,2020,
251004658,Bakery Drivers 485 Welfare Fund,7692889.0,6911964.0,6669921.0,6341035.0,,,575654.0,0,3,2019,2022,
251008456,Blackridge Civic Association Inc,23510.0,69422.0,150759.0,232501.0,,,92137.0,3,0,2022,2019,
251009421,Green Oaks Country Club,2365784.0,2338207.0,2528092.0,2848928.0,,,234585.0,2,1,2022,2020,
251010296,Wqed Multimedia,12625598.0,11982380.0,15875013.0,13544189.0,,,1703937.0,1,2,2021,2020,
251010845,Pittsburgh Human Resources Association,630803.0,427870.0,457321.0,505024.0,,,89533.0,2,1,2019,2020,
251012989,Hospitality Shop Of The Sewickley Valley Hospital,24150.0,15507.0,235.0,0.0,,,11915.0,0,3,2019,2022,
251014246,Pittsburgh Association Of The Deaf Inc,62214.0,25208.0,,,,,26167.0,0,1,2019,2020,
251017587,Grant Foundation,4627851.0,5603030.0,7280100.0,5249416.0,,,1134057.0,2,1,2021,2019,
251017602,Jewish Federation Of Greater Pittsburgh,52160575.0,43372124.0,57622552.0,62123653.0,,,8068909.0,2,1,2022,2020,
251017659,Seville Volunteer Fire Dept,230779.0,235493.0,244200.0,281898.0,,,23213.0,3,0,2022,2019,
251017700,International Union United Auto Aerospace & Agricultural Workers,51201.0,,,,,,,0,0,2019,2019,
251021784,Engineers Society Of Western Pennsylvania,1468545.0,759535.0,866768.0,1498959.0,,,389836.0,2,1,2022,2020,
251021794,Passavant Memorial Homes,87000118.0,85657842.0,81360787.0,92743655.0,,,4697828.0,1,2,2022,2021,
251027211,Combustion Institute,1374015.0,1022785.0,,1237213.0,,,177039.0,0,1,2019,2020,
251029465,Veterans Of Foreign Wars Of The United States Dept Of Pennsylvania,34024.0,28129.0,26878.0,31463.0,32216.0,(-1.36+0j),2959.0,2,2,2019,2021,19.86
251030051,American Federation Of Labor & Congress Of Industrial Orgs,262826.0,308663.0,244742.0,1386687.0,,,557954.0,2,1,2022,2021,
251030682,St Edmunds Academy,8194999.0,6553224.0,7648079.0,8477169.0,7489967.0,(-2.22+0j),742831.0,2,2,2022,2020,14.29
251030691,Winchester Thurston School,21744864.0,22260432.0,23961608.0,,,,1160012.0,2,0,2021,2019,
251031932,Achieva Support,42217820.0,42620243.0,37381147.0,37161772.0,,,2977837.0,1,2,2020,2022,
251033264,Regional Industrial Development Corporation Of Sw Pa,33738024.0,24454841.0,33758702.0,22677325.0,,,5923367.0,1,2,2021,2022,
251035663,Duquesne University Of The Holy Spirit,507257046.0,434180406.0,444411178.0,474135728.0,,,32877887.0,2,1,2019,2020,
251037721,Croatian Fraternal Union Of America,44221.0,20860.0,41693.0,57860.0,,,15282.0,2,1,2022,2020,
251043155,Womens Golf Asso Of Western Pa,61120.0,74149.0,95921.0,187339.0,,,56976.0,3,0,2022,2019,
251043578,The United Way Of Southwestern Pennsylvania,41788306.0,44115100.0,53624606.0,41142392.0,36607504.0,(-3.25+0j),6302199.0,2,2,2021,2023,0.0
251045479,Clairton Public Library,177710.0,188103.0,229465.0,204338.0,,,22549.0,2,1,2021,2019,
251045496,Union Aid Society,319737.0,346327.0,516976.0,473333.0,,,95899.0,2,1,2021,2019,
251045694,Mary And Alexander Laughlin Childrens Center,1425624.0,1357558.0,3740279.0,2391128.0,,,1112815.0,1,2,2021,2020,
251048779,Sewickley Community Center,249330.0,,,,,,,0,0,2019,2019,
251049680,Veterans Of Foreign Wars Brentwood Post 1810 Home Assn,,,,121665.0,,,,0,0,2022,2022,
251051730,Arc Erie County,,,,58780.0,,,,0,0,2022,2022,
251053485,Western Pennsylvania Conservancy,24653253.0,21943336.0,29608635.0,26481834.0,,,3219405.0,1,2,2021,2020,
251056219,Duquesne Annex Volunteer Fire Company,163227.0,333917.0,292123.0,181897.0,,,83219.0,1,2,2020,2019,
251056389,Light Of Life Ministries Inc,11430954.0,12606370.0,12091518.0,14020024.0,,,1099388.0,2,1,2022,2019,
251056939,Springdale Free Public Library Inc,181759.0,207089.0,236747.0,194577.0,,,23530.0,2,1,2021,2019,
251057600,Bethel Memorial Home Association Of Post 760 Of Bethel Park Borough,236837.0,131958.0,295775.0,319958.0,,,83739.0,2,1,2022,2020,
251058043,Liberty Boro Veterans Association,95492.0,33059.0,49099.0,50105.0,,,26862.0,2,1,2019,2020,
251062110,Community Swimming Club,319374.0,302839.0,337374.0,337092.0,,,16526.0,1,2,2021,2020,
251062730,Carnegie Hero Fund Commission,2052548.0,2238300.0,2407166.0,2645701.0,,,252236.0,3,0,2022,2019,
251064871,World Affairs Council Of Pittsburgh,806943.0,748011.0,791975.0,713489.0,,,42540.0,1,2,2019,2022,
251065711,International Union Security Police Fire Professionals Of America,377530.0,305721.0,296864.0,266831.0,297962.0,(-5.75+0j),41093.0,1,3,2019,2022,11.67
251067130,Hillel Academy Of Pittsburgh,5541728.0,5800772.0,6364991.0,10492155.0,,,2320425.0,3,0,2022,2019,
251072140,Laughlin Memorial Incorporated,253924.0,170713.0,730460.0,175894.0,,,267860.0,1,2,2021,2020,
251072469,Woodland Hills Club,310268.0,232537.0,307450.0,360560.0,,,52759.0,2,1,2022,2020,
251073130,Brentwood Library,394483.0,432344.0,395409.0,405293.0,,,17665.0,2,1,2020,2019,
251073139,Pittsburgh Opera Inc,7109290.0,7929497.0,6188639.0,15132156.0,7306505.0,(0.69+0j),3631112.0,2,2,2022,2021,18.06
251074903,J G B Hunter Fbo Charities Charitable Trust,11188.0,6311.0,13213.0,15264.0,,,3835.0,2,1,2022,2020,
251086799,Claude Worthington Benedum Foundation,5977805.0,9649989.0,11752191.0,9095416.0,,,2386302.0,2,1,2021,2019,
251088802,Glenn Ave Pre School Assoc Inc,32536.0,25505.0,30902.0,36276.0,36532.0,(2.94+0j),4525.0,3,1,2023,2020,43.23
251089389,Pleasant Hills Public Library,385516.0,430752.0,366524.0,397633.0,,,26993.0,2,1,2020,2021,
251089630,Valley Brook Swimming Club Inc,182566.0,160073.0,169166.0,233706.0,,,32877.0,2,1,2022,2020,
251089647,United Steelworkers,171426.0,158764.0,173126.0,200639.0,,,17638.0,2,1,2022,2020,
251090156,Wildwood Golf Club,3911108.0,2937534.0,3510415.0,3447522.0,,,399536.0,1,2,2019,2020,
251091350,Iron City Fishing Club,599642.0,323485.0,398170.0,727326.0,700889.0,(3.98+0j),180996.0,2,2,2022,2020,116.67
251091601,Mccandless Swimming Club,122058.0,,,,,,,0,0,2019,2019,
251091698,Isda Fraternal Association,35772250.0,58916840.0,84487540.0,83187719.0,,,23097085.0,2,1,2021,2019,
251092361,Chapel Gate Swimming Club,272201.0,233299.0,343549.0,344806.0,,,55125.0,2,1,2022,2020,
251094514,Young Men & Womens Hebrew Assn & Irene Kaufmann Centers,22130422.0,18500827.0,23051197.0,19896545.0,,,2074000.0,1,2,2021,2020,
251094922,Point Park University,124270275.0,126694029.0,122379566.0,126829529.0,,,2129833.0,2,1,2022,2021,
251095385,Western Pennsylvania School For Blind Children,55819877.0,27622453.0,29978055.0,39038111.0,,,12788253.0,2,1,2019,2020,
251095386,Western Pennsylvania School For The Deaf,28619443.0,27794579.0,35138209.0,45162992.0,,,8025743.0,2,1,2022,2020,
251096865,Sewickley Heights Golf Club,4185996.0,4071383.0,4645040.0,4558787.0,,,279421.0,1,2,2021,2020,
251098928,Goodwill Of Southwestern Pennsylvania,59004387.0,51263693.0,66107011.0,66101828.0,,,7078333.0,1,2,2021,2020,
251101644,Arc Of Greater Pittsburgh,1115897.0,1171351.0,1128890.0,762383.0,,,189649.0,1,2,2020,2022,
251103718,Public Library Assoc Of Bethel Borough,1088007.0,1285935.0,1104395.0,1157263.0,,,89698.0,2,1,2020,2019,
251113452,Sarah Scaife Foundation Inc,31990826.0,67893408.0,79121296.0,22349073.0,,,27426686.0,2,1,2021,2022,
251115459,Baldwin Independent Fire Company No 1 Of Baldwin Borough,346283.0,380047.0,449419.0,188248.0,,,110515.0,2,1,2021,2022,
251116058,Ingomar North Recreation And Swimming Club Inc,142665.0,112490.0,160996.0,147229.0,,,20446.0,1,2,2021,2020,
251120140,Memorial Home Of Post 490,137659.0,45868.0,88736.0,106028.0,,,38270.0,2,1,2019,2020,
251120678,Robert Morris University,183958215.0,177880391.0,165085372.0,,,,9633593.0,0,2,2019,2021,
251122178,Artists And Craftsmens Guild Inc,128034.0,156257.0,193724.0,239128.0,,,48120.0,3,0,2022,2019,
251122415,National Association Of Letter Carriers,825571.0,844604.0,882646.0,949331.0,,,54619.0,3,0,2022,2019,
251122599,Rosedale Beach Club,110649.0,214504.0,165299.0,143777.0,,,43547.0,1,2,2020,2019,
251123606,Marian Manor Corporation,16415765.0,15057197.0,11199106.0,9747794.0,,,3145129.0,0,3,2019,2022,
251124227,Laborers International Union Of North America,17442141.0,13995325.0,13991453.0,14313188.0,,,1677863.0,1,2,2019,2021,
251125048,La Roche University,43505341.0,,46530372.0,56052343.0,,,6547850.0,1,0,2022,2019,
251126094,Girl Scouts Western Pennsylvania Inc,11652651.0,10091010.0,10669143.0,10713817.0,,,646242.0,2,1,2019,2020,
251127052,International Association Of Fire Fighters,781904.0,885157.0,888258.0,1020257.0,,,97669.0,3,0,2022,2019,
251127545,Volunteer Fire Company Of Mt Lebanon Inc,312000.0,421595.0,406486.0,316229.0,,,58047.0,1,2,2020,2019,
251128244,Mpc Corporation,3378463.0,3394395.0,2979911.0,3695463.0,,,293547.0,2,1,2022,2021,
251140337,Pittsburgh Pastoral Institute,938795.0,907040.0,997181.0,766530.0,,,97963.0,1,2,2021,2022,
251141360,Pittsburgh Conference On Analytic Chemistry & Applied Spectroscopy,6437648.0,5360431.0,3897054.0,-918807.0,,,3246733.0,0,3,2019,2022,
251142669,Methouse Inc,513824.0,593683.0,663949.0,750695.0,,,100887.0,3,0,2022,2019,
251143883,Laborers International Union Of North America,2366662.0,1949675.0,1827634.0,1910661.0,,,240776.0,1,2,2019,2021,
251144288,Veterans Of Foreign Wars Of The United States Dept Of Pennsylvania,40136.0,4914.0,37950.0,41159.0,,,17469.0,2,1,2022,2020,
251145535,Fox Chapel District Association,27604.0,8931.0,108668.0,24160.0,,,44956.0,1,2,2021,2020,
251145815,Sheraden Park Development Inc,,1190159.0,1226582.0,1212440.0,,,18362.0,1,1,2021,2020,
251145890,Mt Lebanon Baseball Association,196388.0,139779.0,192660.0,275823.0,,,56087.0,2,1,2022,2020,
251145892,Society For The Preservation Of The Duquesne Heights Incline,1607323.0,593657.0,1163232.0,1457796.0,,,447680.0,2,1,2019,2020,
251149206,Vision Benefits Of America Inc Suite 400,40321567.0,38455098.0,38442292.0,35797872.0,,,1860402.0,0,3,2019,2022,
251151509,American Federation Of Teachers,2613442.0,2658996.0,2635385.0,2739483.0,,,55011.0,2,1,2022,2019,
251151974,Early Learning Institute,3232121.0,3148979.0,1926041.0,2967680.0,,,605265.0,1,2,2019,2021,
251153644,Option Independent Fire Co Of,98309.0,146846.0,178719.0,151257.0,,,33435.0,2,1,2021,2019,
251155608,Pittsburgh Chapter Of The American Institute Of Of Architects,601043.0,382950.0,484379.0,466175.0,,,89866.0,1,2,2019,2020,
251157129,Neighborhood Legal Services Association,5501587.0,5825515.0,7790377.0,7650428.0,8216090.0,(10.55+0j),1240084.0,3,1,2023,2019,49.34
251158674,Benevolent & Protective Order Of Elks Of The Usa,50121.0,57821.0,59336.0,58033.0,74924.0,(10.57+0j),9074.0,3,1,2023,2019,49.49
251180251,Riverview Community Action Corp,320987.0,279829.0,272967.0,340211.0,,,32383.0,1,2,2022,2021,
251180559,Kelso Beach Vacationland Inc,57550.0,67072.0,41149.0,17013.0,,,21915.0,1,2,2020,2022,
251180602,Wesley Spectrum Services,5940374.0,0.0,1009.0,8612.0,,,2968586.0,2,1,2019,2020,
251180695,Bauerstown Volunteer Fire Department,82972.0,166951.0,190042.0,120455.0,,,47836.0,2,1,2021,2019,
251181494,Shady Lane,1850378.0,1563315.0,2061297.0,2891505.0,1888035.0,(0.5+0j),502792.0,2,2,2022,2020,20.77
251181881,Pitcairn Monroeville Sportsmens Club,319705.0,293911.0,441754.0,437744.0,,,77490.0,1,2,2021,2020,
251182012,United Steelworkers,127134.0,117698.0,133906.0,131769.0,,,7197.0,1,2,2021,2020,
251186130,Mechanical Contractors Association Of Western Pennsylvania Inc,954244.0,875272.0,1042493.0,1088421.0,,,94663.0,2,1,2022,2020,
251186146,Wyngate Swim Club,137378.0,138861.0,151039.0,150889.0,,,7441.0,2,1,2021,2019,
251186257,Pittsburgh Institute Of Mortuary Science Inc,3931532.0,3468910.0,5436641.0,5621121.0,,,1075178.0,2,1,2022,2020,
251186708,Pace School,8506073.0,8061156.0,8232488.0,8521268.0,8030719.0,(-1.43+0j),235130.0,2,2,2022,2023,0.0
251187493,Irish Centre Of Pittsburgh,,,7235.0,,,,,0,0,2021,2021,
251188530,South Side Chamber Of Commerce Inc,91933.0,52366.0,89151.0,29915.0,,,29980.0,1,2,2019,2022,
251190203,Fox Chapel Racquet Club,1587454.0,1621160.0,1951554.0,2025395.0,,,224261.0,3,0,2022,2019,
251191961,Bidwell Training Center Inc,6646979.0,5555687.0,5774726.0,6350493.0,,,504220.0,2,1,2019,2020,
251192252,American Subcontractors Association Of Western Pennsylvania,170151.0,142415.0,166816.0,202830.0,,,24817.0,2,1,2022,2020,
251193455,Woodland Swimming Club,127254.0,107305.0,120379.0,140044.0,,,13657.0,2,1,2022,2020,
251195085,Neighborhood Housing Services Inc,934430.0,1299674.0,468091.0,1376435.0,,,415206.0,2,1,2022,2021,
251195404,Genon Ministries Inc,207687.0,152116.0,144982.0,1166008.0,,,499660.0,1,2,2022,2021,
251195783,Perry Hilltop Citizens Council Inc,221875.0,33781.0,54621.0,476742.0,,,204765.0,2,1,2022,2020,
251196619,Wilkinsburg Community Ministry,,227192.0,205231.0,314991.0,,,58078.0,1,1,2022,2021,
251196957,Anchorpoint Counseling Ministry Inc,664276.0,759189.0,1246619.0,982219.0,,,259239.0,2,1,2021,2019,
251197658,A Karnavas Foundation,8427.0,8298.0,7068.0,7554.0,,,641.0,1,2,2019,2021,
251198675,Transitional Services Inc,7700528.0,7679285.0,8842162.0,8974345.0,,,705533.0,2,1,2022,2020,
251201473,East Liberty Housing Inc,12240.0,4269.0,2427.0,2426.0,,,4681.0,0,3,2019,2022,
251201741,Advantage Credit Counseling Service Inc,2193108.0,2435641.0,1981242.0,2017935.0,,,207505.0,2,1,2020,2021,
251201771,Versailles Vol Fire Co No 1 Inc,,133124.0,,,,,,0,0,2020,2020,
251202255,Pnc Foundation,4624555.0,479015308.0,3451991.0,16995469.0,,,235408727.0,2,1,2020,2021,
251202393,Harriet Tubman Terrace Inc,510168.0,522730.0,564359.0,549068.0,,,24611.0,2,1,2021,2019,
251202628,Vincentian De Marillac,5460053.0,9702287.0,8398870.0,8003894.0,,,1775851.0,1,2,2020,2019,
251203510,Riverview Childrens Center,2138266.0,1842651.0,1958805.0,2357326.0,,,224496.0,2,1,2022,2020,
251203857,Morning Star Baptist Church,,,115886.0,,,,,0,0,2021,2021,
251204418,Gateway Rehabilitation Center,28577055.0,30919379.0,27374733.0,31864968.0,,,2068882.0,2,1,2022,2021,
251205316,Program To Aid Citizens Enterprise Pace,860487.0,809996.0,2699295.0,762477.0,,,945002.0,1,2,2021,2022,
251206734,Iron Workers Joint Apprenticeship And Journeyman Training Fund,3570212.0,2888769.0,2196507.0,2244316.0,2178653.0,(-11.62+0j),610393.0,1,3,2019,2023,0.0
251206924,Three Rivers Youth,2764216.0,2195843.0,2442392.0,3590219.0,,,607692.0,2,1,2022,2020,
251206970,Boys & Girls Clubs Of Western Pa,4008154.0,4050670.0,7019933.0,5847953.0,,,1468496.0,2,1,2021,2019,
251208519,Pennsylvanians For Human Life Southwest Region,5057.0,10.0,0.0,0.0,,,2527.0,0,2,2019,2021,
251209266,Familylinks Inc,21964308.0,20876851.0,25238212.0,33712828.0,,,5813287.0,2,1,2022,2020,
251213006,Milestone Centers Inc,24101094.0,22114959.0,19762853.0,25691393.0,,,2561981.0,1,2,2022,2021,
251213332,South Hills Interfaith Ministries,2539660.0,4450831.0,4325668.0,3515168.0,,,882329.0,1,2,2020,2019,
251215087,The Fred Rogers Company,25002072.0,26392682.0,27439160.0,34546873.0,,,4253253.0,3,0,2022,2019,
251215557,Mainstay Life Services,21137637.0,22219530.0,28130633.0,27133047.0,28006260.0,(7.29+0j),3372970.0,3,1,2021,2019,32.49
251216330,Coalition For Christian Outreach,14688300.0,13676157.0,14393797.0,12325655.0,,,1053143.0,1,2,2019,2022,
251219610,Community Human Services Corporation,8600431.0,10590298.0,13898808.0,13892424.0,,,2612277.0,2,1,2021,2019,
251221305,J C Kelly Tr Fbo A E & J C Kelly Fd 1,21448.0,12051.0,36612.0,-979.0,,,15831.0,1,2,2021,2022,
251222792,Sto Rox Neighborhood Health Council Inc,5417428.0,2284175.0,4872233.0,4339775.0,,,1368786.0,1,2,2019,2020,
251222869,Valley Ambulance Authority,3407932.0,2997385.0,3380018.0,3720352.0,3051803.0,(-2.72+0j),294646.0,2,2,2022,2020,1.82
251229019,Wm B Griffen Tr Ua For Charities,209715.0,231454.0,476870.0,223742.0,,,127933.0,2,1,2021,2019,
251229210,Pittsburgh Film Makers Inc,1834784.5,711249.0,863251.0,1141451.0,,,497703.0,2,1,2019,2020,
251229491,Emergency Medical Service Institute,2359396.0,2323215.0,2044610.0,2648071.0,2587901.0,(2.34+0j),240011.0,1,3,2022,2021,26.57
251229795,Sarah & Tena Goldstein Memorial Fund Nect,175377.0,161298.0,314369.0,161942.0,,,74365.0,1,2,2021,2020,
251229928,United Association Of Journeymen & Apprentices Of The Plumbing & Pipe,1158363.0,1027232.0,1153026.0,1000655.0,,,82585.0,1,2,2019,2022,
251230857,Pennsylvania State Mayors Association,54639.0,30557.0,55375.0,69422.0,,,16132.0,2,1,2022,2020,
251231037,Blackridge Swimming Club,,9996.0,36924.0,48087.0,,,19582.0,2,0,2022,2020,
251231807,Alpha House Inc,585054.0,975472.0,1044230.0,1293468.0,,,293412.0,3,0,2022,2019,
251232192,Thomas Merton Center Inc,763955.0,470903.0,511618.0,257559.0,,,207708.0,1,2,2019,2022,
251232427,The Manchester Citizens Corporation,547258.0,613795.0,826685.0,1016880.0,,,213507.0,3,0,2022,2019,
251232812,American Postal Workers Union,970924.0,947426.0,1049192.0,1061664.0,,,56623.0,2,1,2022,2020,
251234680,Persad Center Inc,1920395.0,1997325.0,2469396.0,2431956.0,,,286090.0,2,1,2021,2019,
251236766,Forest Hills Volunteer Fire Company,695114.0,160659.0,296472.0,219155.0,,,241340.0,1,2,2019,2020,
251238488,Allegheny League Of Municipalities,551426.0,322690.0,619130.0,574687.0,781266.0,(9.1+0j),164754.0,2,2,2023,2020,142.11
251243029,Squirrel Hill Urban Coalition Inc,155353.0,172443.0,263562.0,233324.0,,,50830.0,2,1,2021,2019,
251244403,Mckeesport Area Meals On Wheels,141146.0,147040.0,141898.0,158000.0,,,7774.0,2,1,2022,2019,
251250510,Turtle Creek Valley Mental Health Mental Retardation Inc,14245273.0,13660308.0,14800596.0,14299456.0,,,466674.0,1,2,2021,2020,
251251695,Tri State Section Of The Professional Golfers Association,1621752.0,1130022.0,1621148.0,1816620.0,,,293059.0,2,1,2022,2020,
251253085,Monroeville Fire Co 6,496176.0,552980.0,962398.0,871046.0,,,230624.0,2,1,2021,2019,
251253675,Pittsburgh Action Against Rape,3410629.0,3855006.0,3580544.0,4031582.0,,,277168.0,2,1,2022,2019,
251260362,Carriage House Childrens Center Inc,4015550.0,3275227.0,4442935.0,4576892.0,,,586064.0,2,1,2022,2020,
251263463,Sweetwater Art Center,492369.0,467001.0,533791.0,540394.0,,,34829.0,2,1,2022,2020,
251263887,Westend Health Center Inc,177032.0,156091.0,152679.0,187488.0,,,16708.0,1,2,2022,2021,
251264376,Womens Center & Shelter Of Greater Pgh,6915681.0,7800378.0,9153277.0,8639753.0,9277029.0,(7.62+0j),993439.0,3,1,2023,2019,34.14
251266401,Citizen Care Inc,34060255.0,33603797.0,31646988.0,32620780.0,,,1074244.0,1,2,2019,2021,
251266438,Laborers International Union Of North America,611641.0,654813.0,729303.0,860684.0,,,109134.0,3,0,2022,2019,
251283891,Library Volunteer Fire Company,175320.0,155790.0,190790.0,258291.0,,,44528.0,2,1,2022,2020,
251284290,Abc Flying Club Inc,188977.0,147364.0,42086.0,53905.0,,,71595.0,1,2,2019,2021,
251284536,Middle Road Volunteer Fire Department,225629.0,136181.0,160052.0,172844.0,330800.0,(10.04+0j),77527.0,3,1,2023,2020,142.91
251286314,Pennsylvania Foundation For Life,23665.0,37149.0,,,,,9535.0,1,0,2020,2019,
251286759,Three Rivers Young Peoples Orchestras,593916.0,493848.0,508748.0,919443.0,,,198591.0,2,1,2022,2020,
251287723,His Place Contact Center,191215.0,179194.0,154961.0,142989.0,,,22034.0,0,3,2019,2022,
251287755,Oakmont Volunteer Fire Dept Relief Association,74461.0,53597.0,71708.0,130949.0,,,33485.0,2,1,2022,2020,
251288442,Indiana Township Volunteer Fire Company No1,140852.0,206556.0,290415.0,126707.0,,,74774.0,2,1,2021,2022,
251289421,Mckeesport Hospital Junior Committee,39210.0,10859.0,9805.0,19885.0,,,13620.0,1,2,2019,2021,
251289600,William G Davis Charitable Trust,98989.0,21182.0,68013.0,222.0,,,44718.0,1,2,2019,2022,
251289814,Pittsburgh Society Of Artists,15370.0,11255.0,3902.0,8649.0,,,4805.0,1,2,2019,2021,
251290413,Laurel Gardens Volunteer Fire Company,115675.0,167934.0,97897.0,109854.0,,,30960.0,2,1,2020,2021,
251290469,Bloomfield Garfield Corp,1271560.0,1452422.0,2025372.0,1718907.0,,,328414.0,2,1,2021,2019,
251290546,Shadyside Hospital Foundation,6867758.0,1532968.0,4802449.0,19033377.0,8985555.0,(6.95+0j),6628288.0,2,2,2022,2020,486.15
251291634,Paralyzed Veterans Of America,1848400.0,1754490.0,2021703.0,654889.0,,,619948.0,1,2,2021,2022,
251293496,Journey Man Apprentice Training Fund Of The Sheet Metal Ind W Pa,1582101.0,2732778.0,2257169.0,1900648.0,2385944.0,(10.82+0j),444159.0,2,2,2020,2019,50.81
251293687,Monroeville Area Chamber Of Commerce,234098.0,191590.0,184604.0,204479.0,,,21878.0,1,2,2019,2021,
251293867,Pittsburgh Chapter National Tooling & Machine Association,109587.0,56467.0,65385.0,52418.0,,,26312.0,1,2,2019,2022,
251293904,Vincentian Regency,124774.0,529284.0,1053038.0,2099979.0,,,854606.0,3,0,2022,2019,
251295685,Rotary International,18824.0,19103.0,,22072.0,33467.0,(15.47+0j),6892.0,2,0,2023,2019,77.79
251296999,Passages To Recovery Inc,4544378.0,4900981.0,6786280.0,4579779.0,,,1067736.0,2,1,2021,2019,
251298987,Unity Volunteer Fire Dept,157509.0,222431.0,174545.0,181604.0,,,27531.0,2,1,2020,2019,
251299024,Green Tree Athletic Association,61039.0,23668.0,55492.0,55015.0,,,16979.0,1,2,2019,2020,
251299546,United Steelworkers Education Center 1200 Five Gateway Center,61498.0,56749.0,57587.0,64473.0,,,3588.0,2,1,2022,2020,
251299885,William Penn Vol Firemens Assoc,126583.0,163414.0,168462.0,198301.0,,,29421.0,3,0,2022,2019,
251300356,Primary Care Health Services,11420282.0,10535764.0,14223217.0,19800277.0,,,4177272.0,2,1,2022,2020,
251301432,Baldwin Borough Public Library,1051758.0,529854.0,417037.0,416141.0,,,303442.0,0,3,2019,2022,
251302051,Broughton Volunteer Fire Department,616605.0,511487.0,959767.0,204118.0,,,311634.0,1,2,2021,2022,
251303478,Global Solutions Pittsburgh,380802.0,,344416.0,153928.0,,,121848.0,0,1,2019,2022,
251305988,Parish Mansions,91605.0,88649.0,90007.0,90217.0,,,1210.0,2,1,2019,2020,
251306977,Genesis Of Pittsburgh Inc,1658123.0,1056115.0,991374.0,793013.0,,,372843.0,0,3,2019,2022,
251307309,Center For Victims,5708416.0,6916510.0,7580631.0,6194466.0,,,820812.0,2,1,2021,2019,
251308286,Onala Recovery Center Inc,1073531.0,675289.0,456033.0,462904.0,,,289539.0,1,2,2019,2021,
251308889,Wilkins Township Volunteer Fire Company No 3,137175.0,484196.0,241570.0,114058.0,,,169309.0,1,2,2020,2022,
251309888,Grable Foundation,15013409.0,19933401.0,35946563.0,9531881.0,,,11382731.0,2,1,2021,2022,
